disasternumber,state,declarationtype,incidenttype,fydeclared,declarationdate,designated_area_count,declaration_delay_days,ongoing_at_declaration,declaration_year,declaration_month,declaration_quarter,declaration_weekday,declaration_season,previous_state_disasters,previous_incident_disasters,previous_state_incident_disasters,days_since_previous_state_disaster,days_since_previous_incident,totalobligated,log_totalobligated
4493,PR,DR,Biological,2020,2020-03-27,78,67,1,2020,3,1,4,Spring,40,124,1,14.0,0.0,164453543.85,18.91813868615905
4497,KY,DR,Biological,2020,2020-03-28,120,68,1,2020,3,1,5,Spring,78,125,1,15.0,1.0,272896095.58,19.424601682095144
4498,CO,DR,Biological,2020,2020-03-28,66,68,1,2020,3,1,5,Spring,92,126,1,15.0,0.0,1793293209.0,21.307319548595753
4499,OR,DR,Biological,2020,2020-03-28,47,68,1,2020,3,1,5,Spring,115,127,1,15.0,0.0,1982393501.19,21.407570791084588
4500,CT,DR,Biological,2020,2020-03-28,12,68,1,2020,3,1,5,Spring,34,128,1,15.0,0.0,1063462200.2,20.784795650082952
4501,GA,DR,Biological,2020,2020-03-29,160,69,1,2020,3,1,6,Spring,69,129,1,16.0,1.0,1123400448.27,20.839626037982413
4502,DC,DR,Biological,2020,2020-03-29,1,69,1,2020,3,1,6,Spring,21,130,1,16.0,0.0,1073898831.66,20.794561631817892
4503,AL,DR,Biological,2020,2020-03-29,69,69,1,2020,3,1,6,Spring,89,131,2,16.0,0.0,103382114.24,18.45394253834699
4504,KS,DR,Biological,2020,2020-03-29,121,69,1,2020,3,1,6,Spring,78,132,4,16.0,0.0,524461878.7,20.077883303845724
4505,RI,DR,Biological,2020,2020-03-30,7,70,1,2020,3,1,0,Spring,24,133,2,17.0,1.0,855630272.95,20.56734891784482
4506,PA,DR,Biological,2020,2020-03-30,67,70,1,2020,3,1,0,Spring,61,134,1,17.0,0.0,2312431037.7,21.561565205803493
4508,MT,DR,Biological,2020,2020-03-31,64,71,1,2020,3,1,1,Spring,85,135,2,18.0,1.0,84394005.72,18.251006946618286
4507,OH,DR,Biological,2020,2020-03-31,88,71,1,2020,3,1,1,Spring,58,136,1,18.0,0.0,991102189.96,20.714328206009142
4510,HI,DR,Biological,2020,2020-04-01,5,72,1,2020,4,2,2,Spring,55,137,1,19.0,1.0,312455112.3,19.559971379383885
4511,MP,DR,Biological,2020,2020-04-01,5,72,1,2020,4,2,2,Spring,22,138,1,19.0,0.0,126934582.16,18.65918241848843
4509,ND,DR,Biological,2020,2020-04-01,58,72,1,2020,4,2,2,Spring,62,139,2,19.0,0.0,216373011.73,19.1925143870395
4512,VA,DR,Biological,2020,2020-04-02,138,73,1,2020,4,2,3,Spring,68,140,1,20.0,1.0,1104177750.19,20.82236677835384
4513,VI,DR,Biological,2020,2020-04-02,3,73,1,2020,4,2,3,Spring,27,141,1,20.0,0.0,140712607.91,18.762230133634414
4514,TN,DR,Biological,2020,2020-04-02,95,73,1,2020,4,2,3,Spring,73,142,1,20.0,0.0,531893546.11,20.091953927866065
4519,OR,DR,Flood,2020,2020-04-03,4,58,0,2020,4,2,4,Spring,116,833,15,6.0,23.0,9503060.95,16.067124615166204
4515,IN,DR,Biological,2020,2020-04-03,93,74,1,2020,4,2,4,Spring,50,143,1,21.0,1.0,273207168.07,19.425740926422034
4516,NH,DR,Biological,2020,2020-04-03,10,74,1,2020,4,2,4,Spring,54,144,1,21.0,0.0,324565869.22,19.5979990634009
4517,WV,DR,Biological,2020,2020-04-03,55,74,1,2020,4,2,4,Spring,72,145,1,21.0,0.0,206717180.85,19.146862145774023
4518,AR,DR,Biological,2020,2020-04-03,76,74,1,2020,4,2,4,Spring,74,146,1,21.0,0.0,247899108.71,19.328532405671822
4520,WI,DR,Biological,2020,2020-04-04,84,75,1,2020,4,2,5,Spring,53,147,1,22.0,1.0,867104435.42,20.58066998472226
4521,NE,DR,Biological,2020,2020-04-04,101,75,1,2020,4,2,5,Spring,71,148,5,22.0,0.0,304551033.64,19.534349232515666
4522,ME,DR,Biological,2020,2020-04-04,438,75,1,2020,4,2,5,Spring,61,149,2,22.0,0.0,460273717.38,19.94733191043786
4523,NV,DR,Biological,2020,2020-04-04,44,75,1,2020,4,2,5,Spring,90,150,1,22.0,0.0,114658673.94,18.557470228950034
4524,AZ,DR,Biological,2020,2020-04-04,36,75,1,2020,4,2,5,Spring,90,151,1,22.0,0.0,912851012.84,20.632083242154714
4525,UT,DR,Biological,2020,2020-04-04,36,75,1,2020,4,2,5,Spring,41,152,1,22.0,0.0,445715014.01,19.915190325951535
4530,OK,DR,Biological,2020,2020-04-05,112,76,1,2020,4,2,6,Spring,212,153,16,23.0,1.0,267289186.98999998,19.403841731319872
4528,MS,DR,Biological,2020,2020-04-05,83,76,1,2020,4,2,6,Spring,78,154,1,23.0,0.0,321870030.74,19.589658393892275
4529,NM,DR,Biological,2020,2020-04-05,65,76,1,2020,4,2,6,Spring,102,155,12,23.0,0.0,578753604.99,20.176387393997576
4526,DE,DR,Biological,2020,2020-04-05,3,76,1,2020,4,2,6,Spring,22,156,1,23.0,0.0,283863129.56,19.464002745309767
4527,SD,DR,Biological,2020,2020-04-05,194,76,1,2020,4,2,6,Spring,82,157,4,23.0,0.0,39737364.17,17.497802491178767
4531,MN,DR,Biological,2020,2020-04-07,107,78,1,2020,4,2,1,Spring,73,158,3,25.0,2.0,575588526.32,20.170903601090174
4532,VT,DR,Biological,2020,2020-04-08,14,79,1,2020,4,2,2,Spring,49,159,1,26.0,1.0,474014505.24,19.976748483072917
4533,AK,DR,Biological,2020,2020-04-09,84,80,1,2020,4,2,3,Spring,70,160,1,27.0,1.0,494785995.36,20.019635896465292
4534,ID,DR,Biological,2020,2020-04-09,49,80,1,2020,4,2,3,Spring,49,161,1,27.0,0.0,225600953.97,19.234278310602267
4535,WY,DR,Biological,2020,2020-04-11,24,82,1,2020,4,2,5,Spring,35,162,1,29.0,2.0,79767691.25999999,18.194629121545304
4536,MS,DR,Severe Storm,2020,2020-04-16,29,4,0,2020,4,2,3,Spring,79,969,35,11.0,30.0,34902767.63,17.36807671439866
4537,AS,DR,Biological,2020,2020-04-17,5,88,1,2020,4,2,4,Spring,15,163,1,35.0,6.0,21373241.62,16.87765035279894
4538,MS,DR,Severe Storm,2020,2020-04-23,15,73,0,2020,4,2,3,Spring,80,970,36,7.0,7.0,10672680.05,16.18319786163059
4539,WA,DR,Flood,2020,2020-04-23,15,94,0,2020,4,2,3,Spring,166,834,30,32.0,20.0,61403164.6,17.93297194879161
4540,KY,DR,Severe Storm,2020,2020-04-24,27,81,0,2020,4,2,4,Spring,79,971,30,27.0,1.0,73150080.94,18.108023805593827
4541,TN,DR,Severe Storm,2020,2020-04-24,9,12,0,2020,4,2,4,Spring,74,972,33,22.0,0.0,90995727.25999999,18.326323121181503
4542,SC,DR,Severe Storm,2020,2020-05-01,10,19,0,2020,5,2,4,Spring,37,973,4,35.0,7.0,20757171.31,16.84840239841055
4545,FL,DR,Biological,2020,2020-05-08,7,109,1,2020,5,2,4,Spring,157,164,3,1.0,21.0,1809645.12,14.408641870314536
4544,AR,DR,Tornado,2020,2020-05-08,1,41,0,2020,5,2,4,Spring,75,168,15,35.0,64.0,3248474.5300000003,14.993696376566948
4543,NC,DR,Severe Storm,2020,2020-05-08,19,92,0,2020,5,2,4,Spring,68,974,9,44.0,7.0,13644804.5,16.428869457717376
4546,AL,DR,Severe Storm,2020,2020-05-21,19,106,0,2020,5,2,3,Spring,90,975,38,53.0,13.0,11676238.13,16.273066491219186
3527,LA,EM,Coastal Storm,2020,2020-06-07,64,2,1,2020,6,2,6,Summer,87,28,3,75.0,332.0,322190.94,12.682902733893807
4553,ND,DR,Flood,2020,2020-07-09,20,99,0,2020,7,3,3,Summer,63,835,31,99.0,77.0,9937041.56,16.11178000518712
4552,MO,DR,Severe Storm,2020,2020-07-09,19,67,0,2020,7,3,3,Summer,73,976,34,105.0,49.0,8847245.34,15.995616820544925
4551,MS,DR,Severe Storm,2020,2020-07-09,11,78,0,2020,7,3,3,Summer,81,977,37,77.0,0.0,8718124.28,15.980914781945634
4549,HI,DR,Severe Storm,2020,2020-07-09,1,104,0,2020,7,3,3,Summer,56,978,7,99.0,0.0,1074305.39,13.887185792696146
4548,UT,DR,Earthquake,2020,2020-07-09,2,113,0,2020,7,3,3,Summer,44,34,0,11.0,175.0,26543387.22,17.094291243377018
4547,MI,DR,Dam/Levee Break,2020,2020-07-09,5,54,0,2020,7,3,3,Summer,41,5,1,49.0,49.0,33284002.15,17.32058745364252
4550,TN,DR,Severe Storm,2020,2020-07-09,20,67,0,2020,7,3,3,Summer,75,979,34,76.0,0.0,15799948.75,16.57551731761239
4554,AL,DR,Severe Storm,2020,2020-07-10,10,82,0,2020,7,3,4,Summer,91,980,39,50.0,1.0,9203289.24,16.035071612865803
4555,AL,DR,Severe Storm,2020,2020-07-10,7,89,0,2020,7,3,4,Summer,92,981,40,0.0,0.0,5769863.54,15.568159161605584
4556,AR,DR,Tornado,2020,2020-07-10,12,89,0,2020,7,3,4,Summer,76,169,16,63.0,63.0,9717359.629999999,16.08942459943947
3529,HI,EM,Hurricane,2020,2020-07-25,4,2,1,2020,7,3,5,Summer,57,369,5,16.0,278.0,421455.94999999995,12.951472915976572
3530,TX,EM,Hurricane,2020,2020-07-26,32,1,1,2020,7,3,6,Summer,358,370,21,123.0,1.0,2208510.7399999998,14.60782942582981
3533,FL,EM,Hurricane,2020,2020-08-01,19,1,1,2020,8,3,5,Summer,159,373,44,80.0,3.0,1292559.69,14.072135839774917
4557,IA,DR,Severe Storm,2020,2020-08-17,23,7,0,2020,8,3,0,Summer,70,982,28,147.0,38.0,215415513.85,19.188079348179944
4558,CA,DR,Fire,2020,2020-08-22,20,8,1,2020,8,3,5,Summer,330,1418,248,1.0,1.0,488692159.97,20.00724332153469
3539,MS,EM,Hurricane,2020,2020-08-23,24,0,1,2020,8,3,6,Summer,82,378,17,45.0,0.0,22140.45,10.00520669643969
3540,TX,EM,Hurricane,2020,2020-08-24,62,1,1,2020,8,3,0,Summer,359,379,22,29.0,1.0,57257519.120000005,17.863069547580064
4559,LA,DR,Hurricane,2020,2020-08-28,64,6,0,2020,8,3,4,Summer,89,381,28,5.0,1.0,3204087327.4700003,21.88769312185786
4561,IA,DR,Severe Storm,2020,2020-09-10,1,31,0,2020,9,3,3,Autumn,71,983,29,24.0,24.0,789578.7999999999,13.579256184200714
3545,AL,EM,Hurricane,2020,2020-09-14,68,0,1,2020,9,3,0,Autumn,93,383,21,66.0,5.0,80246.71,11.292873504759562
3543,LA,EM,Hurricane,2020,2020-09-14,64,1,1,2020,9,3,0,Autumn,90,384,29,17.0,0.0,5900544.46,15.590555355450089
3544,MS,EM,Hurricane,2020,2020-09-14,24,0,1,2020,9,3,0,Autumn,83,385,18,22.0,0.0,964564.73,13.779433258306018
4562,OR,DR,Fire,2020,2020-09-15,20,8,1,2020,9,3,1,Autumn,134,1456,94,3.0,2.0,572874885.6899999,20.166177903001703
4563,AL,DR,Hurricane,2020,2020-09-20,15,6,0,2020,9,3,6,Autumn,94,387,22,6.0,5.0,292206518.03000003,19.492971367196276
4564,FL,DR,Hurricane,2020,2020-09-23,14,9,1,2020,9,3,2,Autumn,161,388,46,8.0,3.0,215841751.5,19.190056069831083
4565,ND,DR,Severe Storm,2021,2020-10-02,6,95,0,2020,10,4,4,Autumn,64,984,20,85.0,22.0,2488987.34,14.727386896726463
4566,DE,DR,Hurricane,2021,2020-10-02,2,59,0,2020,10,4,4,Autumn,23,389,8,180.0,9.0,3367129.01,15.02957131040636
4567,NY,DR,Hurricane,2021,2020-10-02,7,59,0,2020,10,4,4,Autumn,102,390,12,196.0,0.0,814943095.26,20.518628848227692
3548,MS,EM,Hurricane,2021,2020-10-08,29,1,1,2020,10,4,3,Autumn,84,392,19,24.0,1.0,83091.21,11.327706233970497
4568,NC,DR,Hurricane,2021,2020-10-14,16,75,0,2020,10,4,2,Autumn,70,393,31,73.0,6.0,30600549.0,17.23652854061729
4569,CA,DR,Fire,2021,2020-10-16,12,42,1,2020,10,4,4,Autumn,340,1460,258,18.0,18.0,342500485.43,19.651783635899122
4570,LA,DR,Hurricane,2021,2020-10-16,64,10,0,2020,10,4,4,Autumn,92,394,31,9.0,2.0,126160011.61,18.653061600571494
3551,FL,EM,Hurricane,2021,2020-11-11,13,4,1,2020,11,4,2,Autumn,162,397,47,49.0,14.0,554277.02,13.225421681004496
4572,TX,DR,Hurricane,2021,2020-12-09,5,108,0,2020,12,4,2,Winter,360,398,23,107.0,28.0,67708028.02,18.03071532789622
4573,AL,DR,Hurricane,2021,2020-12-10,21,43,0,2020,12,4,3,Winter,95,399,23,81.0,1.0,61106119.74,17.92812259490198
4574,NJ,DR,Hurricane,2021,2020-12-11,11,129,0,2020,12,4,4,Winter,53,400,9,261.0,1.0,46315263.06,17.65098214204665
4575,OK,DR,Severe Ice Storm,2021,2020-12-21,29,56,0,2020,12,4,0,Winter,213,62,9,260.0,1396.0,173769968.23,18.97324296662528
4576,MS,DR,Hurricane,2021,2020-12-31,8,64,0,2020,12,4,3,Winter,86,401,21,64.0,20.0,122825531.43,18.62627547087627
3553,DC,EM,Other,2021,2021-01-11,1,0,1,2021,1,1,0,Winter,22,27,1,288.0,6.0,6215069.13,15.64248756685363
4577,LA,DR,Hurricane,2021,2021-01-12,35,78,0,2021,1,1,1,Winter,94,402,33,77.0,12.0,134636851.48,18.718091730271134
4578,UT,DR,Severe Storm,2021,2021-01-12,4,127,0,2021,1,1,1,Winter,47,985,2,127.0,102.0,9953968.58,16.1134819823381
4579,GA,DR,Hurricane,2021,2021-01-12,21,75,0,2021,1,1,1,Winter,70,403,13,289.0,0.0,15898362.56,16.58172674113904
4580,CT,DR,Hurricane,2021,2021-01-12,10,161,0,2021,1,1,1,Winter,36,404,11,159.0,0.0,40633910.22,17.520113527667494
4581,CO,DR,Fire,2021,2021-01-15,2,131,0,2021,1,1,4,Winter,98,1467,73,90.0,43.0,38498438.01,17.46612825324123
4583,MD,DR,Hurricane,2021,2021-02-04,3,185,0,2021,2,1,3,Winter,36,405,8,315.0,23.0,14602590.98,16.49670960379818
4584,WA,DR,Fire,2021,2021-02-04,12,156,0,2021,2,1,3,Winter,177,1468,116,148.0,20.0,51067447.76,17.748657841628983
4585,AK,DR,Mud/Landslide,2021,2021-02-17,5,79,0,2021,2,1,2,Winter,71,7,0,314.0,1037.0,45969592.67,17.643490728717897
4586,TX,DR,Severe Ice Storm,2021,2021-02-19,254,8,1,2021,2,1,4,Winter,362,66,2,5.0,1.0,104570163.6,18.465368835638753
4587,OK,DR,Severe Ice Storm,2021,2021-02-24,77,16,0,2021,2,1,2,Winter,215,67,11,7.0,5.0,3910548.12,15.179188361998488
4588,NC,DR,Severe Storm,2021,2021-03-03,19,111,0,2021,3,1,2,Spring,71,986,10,140.0,50.0,38779981.22,17.47341474929492
4589,ID,DR,Severe Storm,2021,2021-03-04,4,50,0,2021,3,1,3,Spring,50,987,7,329.0,1.0,14556774.21,16.4935670933722
4590,LA,DR,Severe Ice Storm,2021,2021-03-09,64,26,0,2021,3,1,1,Spring,96,68,2,19.0,13.0,36989491.99,17.426144457037218
4591,AL,DR,Biological,2021,2021-03-28,1,433,1,2021,3,1,6,Spring,96,166,3,108.0,54.0,2438739.06,14.706992095052618
4592,KY,DR,Severe Ice Storm,2021,2021-03-31,45,51,0,2021,3,1,2,Spring,80,69,2,341.0,22.0,74860079.03,18.131131329502235
4593,WA,DR,Severe Storm,2021,2021-04-08,18,100,0,2021,4,2,3,Spring,178,988,17,63.0,35.0,24401707.25,17.01016369805873
4594,TN,DR,Severe Ice Storm,2021,2021-04-21,13,69,0,2021,4,2,2,Spring,77,70,3,106.0,21.0,16368249.13,16.6108540487039
4595,KY,DR,Flood,2021,2021-04-23,50,55,0,2021,4,2,4,Spring,81,837,24,23.0,169.0,92116094.96,18.338560252079493
4596,AL,DR,Severe Storm,2021,2021-04-26,8,32,0,2021,4,2,0,Spring,97,989,41,29.0,18.0,12361365.43,16.330086556472327
4597,NJ,DR,Snowstorm,2021,2021-04-28,5,87,0,2021,4,2,2,Spring,54,165,6,138.0,1014.0,15236311.790000001,16.53919213603648
4598,MS,DR,Severe Ice Storm,2021,2021-05-04,37,82,0,2021,5,2,1,Spring,87,71,1,124.0,13.0,22506698.68,16.929323586407435
4599,OR,DR,Severe Storm,2021,2021-05-04,7,82,0,2021,5,2,1,Spring,135,990,16,231.0,8.0,24784627.25,17.025734190333
4600,GA,DR,Severe Storm,2021,2021-05-05,9,41,0,2021,5,2,2,Spring,71,991,15,113.0,1.0,30859394.53,17.244951817215554
4601,TN,DR,Tornado,2021,2021-05-08,24,44,0,2021,5,2,5,Spring,78,170,5,17.0,302.0,19753768.53,16.798854893378
4602,VA,DR,Severe Ice Storm,2021,2021-05-10,33,88,0,2021,5,2,0,Spring,69,72,0,403.0,6.0,64371666.970000006,17.980184155919275
4604,HI,DR,Flood,2021,2021-05-13,1,66,0,2021,5,2,3,Spring,58,838,10,292.0,20.0,7018597.26,15.764074078000997
4603,WV,DR,Severe Ice Storm,2021,2021-05-13,5,92,0,2021,5,2,3,Spring,73,73,0,405.0,3.0,5651776.73,15.547480696110936
4605,WV,DR,Flood,2021,2021-05-20,7,82,0,2021,5,2,3,Spring,74,839,30,7.0,7.0,6481701.26,15.684493728274758
4606,LA,DR,Flood,2021,2021-06-02,7,16,0,2021,6,2,2,Summer,97,840,28,85.0,13.0,11807200.05,16.28422016177849
3560,FL,EM,Other,2021,2021-06-25,1,1,1,2021,6,2,4,Summer,163,28,1,226.0,165.0,83482675.39,18.240149699913307
3561,FL,EM,Severe Storm,2021,2021-07-04,37,0,1,2021,7,3,6,Summer,164,992,22,9.0,60.0,2157862.5100000002,14.584629174421826
4607,MI,DR,Severe Storm,2021,2021-07-15,5,20,0,2021,7,3,3,Summer,42,993,9,371.0,11.0,35692049.25,17.390438539879703
4608,MT,DR,Other,2021,2021-08-13,5,64,0,2021,8,3,4,Summer,95,29,0,3.0,49.0,3696491.57,15.122894973967803
3562,FL,EM,Hurricane,2021,2021-08-16,23,3,1,2021,8,3,0,Summer,165,406,48,43.0,193.0,10578.039999999999,9.266629964055342
3564,CT,EM,Hurricane,2021,2021-08-22,10,1,1,2021,8,3,6,Summer,37,411,12,222.0,0.0,216592.19,12.285776172611554
4609,TN,DR,Flood,2021,2021-08-23,4,2,0,2021,8,3,0,Summer,79,841,18,107.0,82.0,90283372.41,18.31846387529881
4610,CA,DR,Fire,2021,2021-08-24,6,41,1,2021,8,3,1,Summer,349,1501,267,7.0,5.0,550088234.9200001,20.1255892522689
4611,LA,DR,Hurricane,2021,2021-08-29,64,3,1,2021,8,3,6,Summer,99,414,35,2.0,1.0,3630470883.08,22.012628196942472
4613,ND,DR,Severe Storm,2021,2021-09-01,9,86,0,2021,9,3,2,Autumn,65,994,21,334.0,48.0,2517017.0,14.738585425462562
4612,MO,DR,Severe Storm,2021,2021-09-01,21,69,0,2021,9,3,2,Autumn,74,995,35,419.0,0.0,15219964.17,16.538118621958926
4614,NJ,DR,Hurricane,2021,2021-09-05,21,4,0,2021,9,3,6,Autumn,56,417,11,3.0,3.0,365429056.2,19.716582720366645
4615,NY,DR,Hurricane,2021,2021-09-05,14,4,0,2021,9,3,6,Autumn,105,418,15,3.0,0.0,564285237.08,20.15107042289491
4616,NE,DR,Severe Storm,2021,2021-09-06,14,59,0,2021,9,3,0,Autumn,72,996,30,520.0,5.0,27764539.52,17.13927024362842
4617,NC,DR,Hurricane,2021,2021-09-08,11,23,0,2021,9,3,2,Autumn,72,419,32,189.0,3.0,36612026.09,17.41588735340787
4618,PA,DR,Hurricane,2021,2021-09-10,13,10,0,2021,9,3,4,Autumn,62,420,8,529.0,2.0,109263762.12,18.50927536222049
4619,CA,DR,Fire,2021,2021-09-12,2,29,1,2021,9,3,6,Autumn,352,1504,270,11.0,11.0,182864362.07999998,19.024255250636838
4620,AZ,DR,Flood,2021,2021-09-13,3,53,0,2021,9,3,0,Autumn,102,842,14,99.0,21.0,5109251.27,15.446563624662899
3574,LA,EM,Coastal Storm,2021,2021-09-13,64,1,1,2021,9,3,0,Autumn,100,29,4,15.0,463.0,80381.85,11.29455612395586
4621,VT,DR,Flood,2021,2021-09-29,2,62,0,2021,9,3,2,Autumn,51,843,16,38.0,16.0,7170595.33,15.785499379270775
4622,NH,DR,Severe Storm,2021,2021-09-30,1,75,0,2021,9,3,3,Autumn,55,997,22,545.0,24.0,2416849.0,14.697975597354333
4623,MT,DR,Fire,2021,2021-09-30,2,53,0,2021,9,3,3,Autumn,96,1506,63,48.0,7.0,4560435.67,15.332928937870692
4624,NH,DR,Flood,2022,2021-10-04,2,67,0,2021,10,4,0,Autumn,56,844,10,4.0,5.0,14125005.07,16.4634572647312
4625,NY,DR,Hurricane,2022,2021-10-08,9,51,0,2021,10,4,4,Autumn,106,421,16,33.0,28.0,119405010.77,18.59803173266498
4626,MS,DR,Hurricane,2022,2021-10-22,82,55,0,2021,10,4,4,Autumn,89,422,23,55.0,14.0,29937417.490000002,17.214619710459466
4627,DE,DR,Hurricane,2022,2021-10-24,1,53,0,2021,10,4,6,Autumn,24,423,9,387.0,2.0,6392436.76,15.670626249690224
4628,VA,DR,Flood,2022,2021-10-26,1,57,0,2021,10,4,1,Autumn,70,845,15,169.0,22.0,1691199.7999999998,14.340949367134895
4629,CT,DR,Hurricane,2022,2021-10-30,7,59,0,2021,10,4,5,Autumn,38,424,13,69.0,6.0,13249966.82,16.39950568171431
4630,KY,DR,Tornado,2022,2021-12-12,23,2,0,2021,12,4,6,Winter,83,172,6,1.0,1.0,167082577.49,18.933998730141152
3577,IL,EM,Tornado,2022,2021-12-13,14,3,0,2021,12,4,0,Winter,63,174,10,627.0,0.0,252457.03,12.439000296060057
4631,WA,DR,Fire,2022,2021-12-21,1,162,0,2021,12,4,1,Winter,187,1512,125,124.0,6.0,3322451.54,15.016213785043135
4634,CO,DR,Fire,2022,2021-12-31,1,1,1,2021,12,4,4,Winter,100,1514,75,1.0,1.0,45189660.22,17.626378884568037
4635,WA,DR,Flood,2022,2022-01-05,12,61,0,2022,1,1,2,Winter,188,846,31,15.0,71.0,71870260.88,18.090373133239293
4636,MO,DR,Severe Storm,2022,2022-01-10,7,31,0,2022,1,1,0,Winter,75,999,36,131.0,20.0,12272634.559999999,16.32288259068752
4637,TN,DR,Tornado,2022,2022-01-14,14,35,0,2022,1,1,4,Winter,81,176,7,32.0,22.0,19055469.18,16.76286476687416
4638,AK,DR,Severe Storm,2022,2022-01-15,1,78,0,2022,1,1,5,Winter,72,1000,18,332.0,5.0,4388596.58,15.294520276155053
4639,HI,DR,Severe Storm,2022,2022-02-15,2,72,0,2022,2,1,1,Winter,60,1001,8,198.0,31.0,6683006.85,15.715078721114693
4640,KS,DR,Severe Storm,2022,2022-02-17,55,64,0,2022,2,1,3,Winter,79,1002,38,690.0,2.0,23090140.66,16.954916316435288
4642,IA,DR,Severe Storm,2022,2022-02-23,25,70,0,2022,2,1,2,Winter,72,1003,30,531.0,6.0,6571497.5200000005,15.698252449689232
4641,NE,DR,Severe Storm,2022,2022-02-23,25,70,0,2022,2,1,2,Winter,73,1004,31,170.0,0.0,8768267.549999999,15.986649916122426
4643,KY,DR,Severe Storm,2022,2022-02-27,13,58,0,2022,2,1,6,Winter,84,1005,31,77.0,4.0,16239672.73,16.602967801978746
4644,VA,DR,Severe Storm,2022,2022-03-11,28,68,0,2022,3,1,4,Spring,71,1006,17,136.0,12.0,107662070.15,18.494507908790546
4645,TN,DR,Severe Storm,2022,2022-03-11,7,36,0,2022,3,1,4,Spring,82,1007,35,56.0,0.0,35372030.64,17.381431999170182
4646,AK,DR,Severe Storm,2022,2022-03-14,1,72,0,2022,3,1,0,Spring,73,1008,19,58.0,3.0,6297791.5200000005,15.655709736308768
4647,ME,DR,Coastal Storm,2022,2022-03-15,3,136,0,2022,3,1,1,Spring,62,30,2,710.0,183.0,7242494.78,15.795476425953744
4648,AK,DR,Severe Storm,2022,2022-03-24,3,89,0,2022,3,1,3,Spring,74,1009,20,10.0,10.0,3265999.69,14.999076763780131
4650,WA,DR,Flood,2022,2022-03-29,24,93,0,2022,3,1,1,Spring,189,848,32,83.0,0.0,27759388.16,17.13908468903801
4651,MA,DR,Snowstorm,2022,2022-04-18,5,80,0,2022,4,2,0,Spring,55,166,9,239.0,355.0,24385610.14,17.009503808940597
4652,NM,DR,Fire,2022,2022-05-04,7,29,1,2022,5,2,2,Spring,110,1530,64,4.0,4.0,329924322.56,19.61437386358091
4653,RI,DR,Snowstorm,2022,2022-05-12,6,104,0,2022,5,2,3,Spring,26,167,6,264.0,24.0,8762169.86,15.985954247279984
4654,KS,DR,Snowstorm,2022,2022-05-25,20,69,0,2022,5,2,2,Spring,81,168,2,81.0,13.0,19424716.95,16.78205693416405
4655,MT,DR,Flood,2022,2022-06-16,7,6,1,2022,6,2,3,Summer,97,849,13,259.0,79.0,41551144.61,17.54243565072679
4656,SD,DR,Severe Storm,2022,2022-06-29,22,48,0,2022,6,2,2,Summer,85,1010,29,268.0,97.0,11389609.34,16.248212124127015
4658,MN,DR,Severe Storm,2022,2022-07-08,23,61,0,2022,7,3,4,Summer,74,1012,24,822.0,9.0,13662813.64,16.430188440661958
4659,MN,DR,Flood,2022,2022-07-13,19,82,0,2022,7,3,2,Summer,75,850,28,5.0,27.0,21274106.56,16.87300128371779
4660,ND,DR,Severe Storm,2022,2022-07-13,40,82,0,2022,7,3,2,Summer,66,1013,22,315.0,5.0,73420589.6,18.111714980130273
3581,VI,EM,Other,2022,2022-07-25,1,10,1,2022,7,3,0,Summer,29,30,0,726.0,346.0,312742.69,12.65313925226631
4661,AK,DR,Mud/Landslide,2022,2022-07-26,1,80,0,2022,7,3,1,Summer,76,8,1,30.0,524.0,1102035.56,13.912670444188242
4662,NE,DR,Severe Storm,2022,2022-07-27,20,76,0,2022,7,3,2,Summer,75,1014,32,95.0,14.0,15343849.32,16.5462253211047
4663,KY,DR,Flood,2022,2022-07-29,20,3,1,2022,7,3,4,Summer,85,851,25,152.0,16.0,466866313.37,19.961553509919266
4664,SD,DR,Severe Storm,2022,2022-08-02,6,52,0,2022,8,3,1,Summer,86,1015,30,34.0,6.0,1644634.91,14.31302958637723
4665,MO,DR,Flood,2022,2022-08-08,4,14,0,2022,8,3,0,Summer,76,852,23,210.0,10.0,25284698.38,17.045710003163133
4666,MN,DR,Severe Storm,2022,2022-08-09,23,72,0,2022,8,3,1,Summer,76,1016,25,27.0,7.0,7230916.39,15.793876472669204
4667,AK,DR,Flood,2022,2022-08-26,3,110,0,2022,8,3,4,Summer,77,853,14,31.0,18.0,1695455.99,14.343462873077746
3582,MS,EM,Other,2022,2022-08-30,1,0,1,2022,8,3,1,Summer,90,31,0,312.0,36.0,7182572.16,15.787168255652137
4668,AZ,DR,Severe Storm,2022,2022-09-02,1,47,0,2022,9,3,4,Autumn,106,1017,12,82.0,24.0,815764.95,13.611882766823413
4669,AS,DR,Severe Storm,2022,2022-09-15,1,65,0,2022,9,3,3,Autumn,16,1018,2,881.0,13.0,1326886.25,14.0983463436156
4670,OK,DR,Severe Storm,2022,2022-09-20,1,141,0,2022,9,3,1,Autumn,218,1019,45,83.0,5.0,205733.56,12.234342073196146
4671,PR,DR,Hurricane,2022,2022-09-21,78,4,0,2022,9,3,2,Autumn,47,426,19,3.0,3.0,1794910747.18,21.308221135188056
4672,AK,DR,Severe Storm,2022,2022-09-23,5,8,0,2022,9,3,4,Autumn,78,1020,21,28.0,3.0,95936310.92,18.379195111773345
4673,FL,DR,Hurricane,2022,2022-09-29,69,6,1,2022,9,3,3,Autumn,169,428,50,5.0,5.0,2831163951.4,21.76395375464547
