disasternumber,state,declarationtype,incidenttype,fydeclared,declarationdate,designated_area_count,declaration_delay_days,ongoing_at_declaration,declaration_year,declaration_month,declaration_quarter,declaration_weekday,declaration_season,previous_state_disasters,previous_incident_disasters,previous_state_incident_disasters,days_since_previous_state_disaster,days_since_previous_incident,totalobligated,log_totalobligated
3241,AZ,EM,Hurricane,2005,2005-09-12,15,14,1,2005,9,3,0,Autumn,52,193,0,52.0,2.0,5726164.109999999,15.56055659936244
3240,VA,EM,Hurricane,2005,2005-09-12,134,14,1,2005,9,3,0,Autumn,46,194,7,329.0,0.0,277442.24,12.533371650706817
3251,MD,EM,Hurricane,2005,2005-09-13,24,15,1,2005,9,3,1,Autumn,19,195,3,725.0,1.0,1565130.68,14.263480518991852
3250,OH,EM,Hurricane,2005,2005-09-13,88,15,1,2005,9,3,1,Autumn,44,196,0,210.0,0.0,2578513.02,14.762723829728099
3253,MT,EM,Hurricane,2005,2005-09-13,56,15,1,2005,9,3,1,Autumn,44,197,0,754.0,0.0,119960.41,11.69492538671184
3252,MA,EM,Hurricane,2005,2005-09-13,14,15,1,2005,9,3,1,Autumn,27,198,4,208.0,0.0,5855580.7299999995,15.582905906184356
3249,WI,EM,Hurricane,2005,2005-09-13,73,15,1,2005,9,3,1,Autumn,36,199,0,452.0,0.0,1257576.1199999999,14.044697507107353
3248,CA,EM,Hurricane,2005,2005-09-13,58,15,1,2005,9,3,1,Autumn,131,200,0,8.0,0.0,988951.24,13.804401318235556
3247,ND,EM,Coastal Storm,2005,2005-09-13,53,15,1,2005,9,3,1,Autumn,36,21,0,53.0,3.0,24233.27,10.09552302610103
3246,CT,EM,Hurricane,2005,2005-09-13,8,15,1,2005,9,3,1,Autumn,16,201,5,208.0,0.0,684198.67,13.436005069210413
3245,NE,EM,Hurricane,2005,2005-09-13,93,15,1,2005,9,3,1,Autumn,31,202,0,82.0,0.0,393813.27,12.88363468119899
3244,ID,EM,Hurricane,2005,2005-09-13,44,15,1,2005,9,3,1,Autumn,22,203,0,69.0,0.0,220229.12,12.30242827865768
3243,NV,EM,Hurricane,2005,2005-09-13,17,15,1,2005,9,3,1,Autumn,53,204,0,15.0,0.0,1247816.81,14.036906831677655
3242,MN,EM,Hurricane,2005,2005-09-13,87,15,1,2005,9,3,1,Autumn,47,205,0,341.0,0.0,2509186.11,14.735469398096042
3254,NC,EM,Hurricane,2005,2005-09-14,37,3,1,2005,9,3,2,Autumn,41,206,18,9.0,1.0,5247453.97,15.473253749410949
3258,NH,EM,Hurricane,2005,2005-09-19,10,21,1,2005,9,3,0,Autumn,24,207,2,144.0,5.0,9887.4,9.199117631953703
3257,NJ,EM,Hurricane,2005,2005-09-19,21,21,1,2005,9,3,0,Autumn,31,208,4,153.0,0.0,365303.68,12.808487024089208
3256,ME,EM,Hurricane,2005,2005-09-19,15,21,1,2005,9,3,0,Autumn,40,209,3,82.0,0.0,51276.45,10.845006363369045
3255,RI,EM,Hurricane,2005,2005-09-19,5,21,1,2005,9,3,0,Autumn,12,210,4,214.0,0.0,1131503.2999999998,13.939058544313642
3259,FL,EM,Hurricane,2005,2005-09-20,4,2,1,2005,9,3,1,Autumn,112,211,26,15.0,1.0,7564682.26,15.839001035193887
3261,TX,EM,Hurricane,2005,2005-09-21,255,1,1,2005,9,3,2,Autumn,200,213,11,19.0,0.0,6325153.06,15.660044949593477
1606,TX,DR,Hurricane,2005,2005-09-24,254,1,1,2005,9,3,5,Autumn,201,214,12,3.0,3.0,368707480.58,19.725514154780434
1607,LA,DR,Hurricane,2005,2005-09-24,64,1,1,2005,9,3,5,Autumn,57,215,16,3.0,0.0,662538593.77,20.311589370384425
3263,DE,EM,Hurricane,2005,2005-09-30,3,32,1,2005,9,3,4,Autumn,13,216,3,319.0,6.0,100286.15,11.515792850089476
3262,NY,EM,Hurricane,2005,2005-09-30,62,32,1,2005,9,3,4,Autumn,67,217,7,164.0,0.0,2791192.89,14.841979979829663
1608,NC,DR,Hurricane,2006,2005-10-07,10,26,0,2005,10,4,4,Autumn,42,218,19,23.0,7.0,16930394.26,16.644621100558584
3264,MA,EM,Severe Storm,2006,2005-10-19,1,12,1,2005,10,4,2,Autumn,28,429,1,36.0,57.0,595026.34,13.296362633051949
1609,FL,DR,Hurricane,2006,2005-10-24,20,1,1,2005,10,4,0,Autumn,113,219,27,34.0,17.0,1490612698.71,21.122453080240057
1610,NH,DR,Severe Storm,2006,2005-10-26,6,19,0,2005,10,4,2,Autumn,25,430,3,37.0,7.0,12323208.17,16.32699496672735
1611,MP,DR,Typhoon,2006,2005-11-08,3,70,0,2005,11,4,1,Autumn,13,47,12,439.0,263.0,1046597.39,13.86105583460452
1612,IN,DR,Tornado,2006,2005-11-08,2,2,0,2005,11,4,1,Autumn,36,150,3,59.0,78.0,2549244.03,14.751307806631553
1614,MA,DR,Severe Storm,2006,2005-11-10,11,34,0,2005,11,4,3,Autumn,29,431,2,22.0,15.0,7209905.36,15.790966521659456
1613,PR,DR,Severe Storm,2006,2005-11-10,17,32,0,2005,11,4,3,Autumn,23,432,4,419.0,0.0,11808758.52,16.284352146247013
1615,KS,DR,Severe Storm,2006,2005-11-15,5,45,0,2005,11,4,1,Autumn,32,433,12,66.0,5.0,8125543.46,15.910523294396514
1616,ND,DR,Snowstorm,2006,2005-11-21,21,48,0,2005,11,4,0,Autumn,37,119,2,69.0,207.0,2018977.77,14.518102382133202
1618,AK,DR,Severe Storm,2006,2005-12-09,4,78,0,2005,12,4,4,Winter,38,435,7,270.0,8.0,1433724.02,14.175786524431741
1619,CT,DR,Severe Storm,2006,2005-12-16,5,63,0,2005,12,4,4,Winter,17,436,0,94.0,7.0,3745866.64,15.136163827672652
1620,SD,DR,Severe Storm,2006,2005-12-20,26,23,0,2005,12,4,1,Winter,43,437,8,101.0,4.0,24647036.04,17.02016725001119
1621,ND,DR,Severe Storm,2006,2006-01-04,4,38,0,2006,1,1,2,Winter,38,438,9,44.0,15.0,2011233.65,14.514259345189997
1622,MN,DR,Severe Storm,2006,2006-01-04,9,38,0,2006,1,1,2,Winter,48,439,13,113.0,0.0,8233803.37,15.923758722224788
1623,OK,DR,Fire,2006,2006-01-10,77,44,1,2006,1,1,1,Winter,84,663,36,1.0,1.0,9864207.68,16.1044234793203
1624,TX,DR,Fire,2006,2006-01-11,254,45,1,2006,1,1,2,Winter,211,664,131,3.0,1.0,34339807.01,17.35181582256183
1625,SC,DR,Severe Ice Storm,2006,2006-01-20,7,36,0,2006,1,1,4,Winter,19,28,2,132.0,707.0,11363505.73,16.245917614643137
1626,KS,DR,Severe Storm,2006,2006-01-26,17,60,0,2006,1,1,3,Winter,33,440,13,72.0,22.0,38376189.28,17.46294778045902
1627,NE,DR,Severe Storm,2006,2006-01-26,29,60,0,2006,1,1,3,Winter,32,441,9,135.0,0.0,5444137.27,15.510050041034923
1628,CA,DR,Severe Storm,2006,2006-02-03,31,48,0,2006,2,1,4,Winter,136,442,6,77.0,8.0,155033271.78,18.85915031494347
1629,NV,DR,Severe Storm,2006,2006-02-03,8,34,0,2006,2,1,4,Winter,54,443,3,143.0,0.0,7811177.63,15.871066423361796
3265,ME,EM,Snowstorm,2006,2006-02-24,1,61,0,2006,2,1,4,Winter,41,120,10,158.0,95.0,566376.6900000001,13.247016431461581
1630,ID,DR,Severe Storm,2006,2006-02-27,1,59,0,2006,2,1,0,Winter,23,444,3,167.0,24.0,1127372.02,13.935400723174196
1631,MO,DR,Severe Storm,2006,2006-03-16,41,8,0,2006,3,1,3,Spring,37,445,11,187.0,17.0,5542251.12,15.527911495972253
1632,OR,DR,Severe Storm,2006,2006-03-20,20,92,0,2006,3,1,0,Spring,65,446,5,194.0,4.0,7675833.1,15.85358752305699
1633,IL,DR,Severe Storm,2006,2006-03-28,6,17,0,2006,3,1,1,Spring,44,447,15,202.0,8.0,11106162.120000001,16.223010748232106
1635,MO,DR,Severe Storm,2006,2006-04-05,7,6,0,2006,4,2,2,Spring,38,448,12,20.0,8.0,16315312.350000001,16.607614694077036
1634,TN,DR,Severe Storm,2006,2006-04-05,15,3,1,2006,4,2,2,Spring,45,449,17,212.0,0.0,12467516.5,16.338637220050916
1636,AR,DR,Severe Storm,2006,2006-04-12,7,11,0,2006,4,2,2,Spring,47,450,10,222.0,7.0,2291252.12,14.644609439837252
1638,KS,DR,Severe Storm,2006,2006-04-13,2,32,0,2006,4,2,3,Spring,35,452,14,14.0,0.0,4911052.7700000005,15.40699909385169
3266,CT,EM,Snowstorm,2006,2006-05-02,5,80,0,2006,5,2,1,Spring,18,121,6,137.0,67.0,9994559.290000001,16.11755153195242
1640,HI,DR,Severe Storm,2006,2006-05-02,2,71,0,2006,5,2,1,Spring,32,453,3,256.0,19.0,8101151.03,15.907516835455445
1641,WA,DR,Severe Storm,2006,2006-05-17,11,110,0,2006,5,2,2,Spring,81,454,6,252.0,15.0,6590429.07,15.701129165350801
1642,MA,DR,Severe Storm,2006,2006-05-25,3,13,0,2006,5,2,3,Spring,30,455,3,196.0,8.0,18869100.9,16.753036322147448
1643,NH,DR,Severe Storm,2006,2006-05-25,7,13,0,2006,5,2,3,Spring,26,456,4,211.0,0.0,14517058.0,16.4908349986359
1644,ME,DR,Severe Storm,2006,2006-05-25,1,12,0,2006,5,2,3,Spring,42,457,10,90.0,0.0,3796953.69,15.149709906037657
1647,SD,DR,Severe Storm,2006,2006-06-05,6,48,0,2006,6,2,0,Summer,44,458,9,167.0,11.0,3177445.62,14.971588482534061
1648,MN,DR,Flood,2006,2006-06-05,9,67,0,2006,6,2,0,Summer,49,671,19,152.0,308.0,7133584.35,15.780324520139153
1645,ND,DR,Severe Storm,2006,2006-06-05,12,67,0,2006,6,2,0,Summer,39,459,10,152.0,0.0,7397238.64,15.816617466962905
1646,CA,DR,Severe Storm,2006,2006-06-05,17,68,0,2006,6,2,0,Summer,138,460,7,119.0,0.0,35345593.31,17.380684311988198
1649,PA,DR,Severe Storm,2006,2006-06-30,28,7,1,2006,6,2,4,Summer,45,461,12,293.0,25.0,83647569.55,18.242122941938888
1650,NY,DR,Severe Storm,2006,2006-07-01,21,5,1,2006,7,3,5,Summer,68,462,11,274.0,1.0,218023564.9,19.200113715369646
1652,MD,DR,Severe Storm,2006,2006-07-02,3,10,1,2006,7,3,6,Summer,20,464,4,292.0,0.0,8319611.16,15.934126196326245
1654,DE,DR,Severe Storm,2006,2006-07-05,1,12,1,2006,7,3,2,Summer,14,465,3,278.0,3.0,544872.13,13.208308257554993
1653,NJ,DR,Severe Storm,2006,2006-07-07,4,14,1,2006,7,3,4,Summer,32,466,7,291.0,2.0,2288893.44,14.643579481663368
1655,VA,DR,Severe Storm,2006,2006-07-13,16,20,0,2006,7,3,3,Summer,48,467,12,89.0,6.0,7165847.04,15.78483697092864
3267,MO,EM,Severe Storm,2006,2006-07-21,8,2,0,2006,7,3,4,Summer,39,468,13,107.0,8.0,11028992.5,16.216038135932774
1656,OH,DR,Severe Storm,2006,2006-08-01,3,5,1,2006,8,3,1,Summer,46,469,18,30.0,11.0,7497846.71,15.830126565322194
1657,AK,DR,Flood,2006,2006-08-04,3,83,0,2006,8,3,4,Summer,40,672,8,57.0,60.0,989300.06,13.804753972775412
1658,TX,DR,Severe Storm,2006,2006-08-15,2,19,1,2006,8,3,1,Summer,220,470,12,49.0,14.0,7110960.86,15.777148075329967
1659,NM,DR,Severe Storm,2006,2006-08-30,20,35,1,2006,8,3,2,Summer,50,471,3,70.0,15.0,32729230.03,17.303779151853675
1660,AZ,DR,Severe Storm,2006,2006-09-07,11,44,0,2006,9,3,3,Autumn,57,472,5,81.0,8.0,10987157.81,16.2122377679337
1661,VA,DR,Severe Storm,2006,2006-09-22,26,24,0,2006,9,3,4,Autumn,49,473,13,71.0,15.0,37318018.45,17.4349868631354
1663,AK,DR,Severe Storm,2007,2006-10-16,3,62,0,2006,10,4,0,Autumn,41,475,8,73.0,10.0,9244653.95,16.039556099229614
1664,HI,DR,Earthquake,2007,2006-10-17,4,2,1,2006,10,4,1,Autumn,34,23,3,45.0,1008.0,20133549.6,16.817898165569435
1665,NY,DR,Severe Storm,2007,2006-10-24,4,12,1,2006,10,4,1,Autumn,70,476,12,9.0,8.0,142950351.35,18.778007941577407
1666,AK,DR,Fire,2007,2006-10-27,1,85,0,2006,10,4,4,Autumn,42,727,15,11.0,1.0,3058863.9400000004,14.93355447047477
1667,MO,DR,Severe Storm,2007,2006-11-02,1,106,0,2006,11,4,3,Autumn,40,477,14,104.0,9.0,669950.54,13.414960660393119
1668,LA,DR,Severe Storm,2007,2006-11-02,24,17,1,2006,11,4,3,Autumn,58,478,10,404.0,0.0,10048433.39,16.122927398244517
1669,AK,DR,Severe Storm,2007,2006-12-08,3,61,0,2006,12,4,4,Winter,43,479,9,42.0,36.0,9259587.19,16.041170133711212
1671,WA,DR,Severe Storm,2007,2006-12-12,14,40,0,2006,12,4,1,Winter,85,480,7,92.0,4.0,29353382.82,17.194918389585954
1670,NY,DR,Severe Storm,2007,2006-12-12,9,26,0,2006,12,4,1,Winter,71,481,13,49.0,0.0,30211460.16,17.223731918959192
1672,OR,DR,Severe Storm,2007,2006-12-29,4,54,0,2006,12,4,4,Winter,68,482,6,155.0,17.0,4340014.32,15.283388436024275
1673,MO,DR,Severe Storm,2007,2006-12-29,14,29,0,2006,12,4,4,Winter,41,483,15,57.0,0.0,6654356.69,15.710782489751484
3269,IL,EM,Snowstorm,2007,2006-12-29,26,29,0,2006,12,4,4,Winter,45,123,4,276.0,75.0,6321398.92,15.659451247923249
1674,NE,DR,Severe Storm,2007,2007-01-07,59,19,0,2007,1,1,6,Winter,36,484,10,162.0,9.0,126020638.49,18.65195625697729
1675,KS,DR,Severe Storm,2007,2007-01-07,44,10,0,2007,1,1,6,Winter,36,485,15,269.0,0.0,240543591.66,19.298411889546298
3270,CO,EM,Snowstorm,2007,2007-01-07,16,20,0,2007,1,1,6,Winter,58,124,1,128.0,9.0,8682942.209999999,15.97687110865516
3271,CO,EM,Snowstorm,2007,2007-01-07,10,10,0,2007,1,1,6,Winter,59,125,2,0.0,0.0,1342154.8800000001,14.109787744760844
3272,OK,EM,Severe Ice Storm,2007,2007-01-14,77,2,1,2007,1,1,6,Winter,96,29,4,276.0,359.0,2140920.65,14.576746971853161
1676,MO,DR,Severe Ice Storm,2007,2007-01-15,39,3,1,2007,1,1,0,Winter,42,30,1,17.0,1.0,106489361.85,18.483555658782755
1677,OK,DR,Severe Storm,2007,2007-02-01,3,35,0,2007,2,1,3,Winter,97,486,13,18.0,25.0,6768439.14,15.727781210659584
1678,OK,DR,Severe Storm,2007,2007-02-01,48,20,0,2007,2,1,3,Winter,98,487,14,0.0,0.0,75907440.62,18.145025282619045
1679,FL,DR,Severe Storm,2007,2007-02-03,4,2,0,2007,2,1,5,Winter,115,488,13,264.0,2.0,10277638.09,16.145481131109445
1681,IL,DR,Severe Ice Storm,2007,2007-02-09,18,71,0,2007,2,1,4,Winter,46,31,1,42.0,25.0,22161738.37,16.913877908189058
1682,WA,DR,Severe Storm,2007,2007-02-14,19,62,0,2007,2,1,2,Winter,86,490,8,64.0,6.0,30495504.19,17.23308985989782
1683,OR,DR,Severe Storm,2007,2007-02-22,10,70,0,2007,2,1,3,Winter,69,491,7,55.0,8.0,5123596.48,15.449367383097323
1684,PA,DR,Severe Storm,2007,2007-02-23,8,99,0,2007,2,1,4,Winter,46,493,13,238.0,0.0,10161089.540000001,16.13407633096862
3273,NY,EM,Snowstorm,2007,2007-02-23,3,21,0,2007,2,1,4,Winter,72,126,17,73.0,47.0,2651852.36,14.790769334641467
1686,GA,DR,Severe Storm,2007,2007-03-03,16,2,0,2007,3,1,5,Spring,38,494,7,544.0,8.0,50926355.26,17.745891152221276
1687,AL,DR,Severe Storm,2007,2007-03-03,8,2,0,2007,3,1,5,Spring,63,495,24,539.0,0.0,10504493.93,16.16731381209541
3274,IN,EM,Snowstorm,2007,2007-03-12,49,28,0,2007,3,1,0,Spring,38,127,5,157.0,17.0,9199694.35,16.03468092734055
1688,IA,DR,Severe Storm,2007,2007-03-14,48,19,0,2007,3,1,2,Spring,37,496,7,550.0,11.0,65298112.71,17.994473707305698
3275,IA,EM,Snowstorm,2007,2007-03-30,30,30,0,2007,3,1,4,Spring,38,128,1,16.0,18.0,2865308.55,14.868186947669713
1691,ME,DR,Flood,2007,2007-04-20,4,35,0,2007,4,2,4,Spring,43,673,11,330.0,259.0,1264705.29,14.050350471367205
1692,NY,DR,Severe Storm,2007,2007-04-24,14,10,0,2007,4,2,1,Spring,73,498,14,60.0,22.0,85450722.12,18.263450429982754
1693,ME,DR,Severe Storm,2007,2007-04-25,13,10,0,2007,4,2,2,Spring,44,499,11,5.0,1.0,25970764.29,17.072482051437326
1694,NJ,DR,Severe Storm,2007,2007-04-26,15,12,0,2007,4,2,3,Spring,33,500,8,293.0,1.0,18371023.29,16.726285214482786
1695,NH,DR,Severe Storm,2007,2007-04-27,10,12,0,2007,4,2,4,Spring,27,501,5,337.0,1.0,23338474.28,16.965613856210666
1696,WV,DR,Severe Storm,2007,2007-05-01,18,17,0,2007,5,2,1,Spring,46,502,12,603.0,4.0,6708389.88,15.71886967094909
1698,VT,DR,Severe Storm,2007,2007-05-04,8,19,0,2007,5,2,4,Spring,24,504,9,953.0,3.0,3613199.02,15.100104369793085
1699,KS,DR,Severe Storm,2007,2007-05-06,42,2,1,2007,5,2,6,Spring,37,505,16,119.0,2.0,88417525.39,18.29758077028681
1700,CT,DR,Severe Storm,2007,2007-05-11,7,26,0,2007,5,2,4,Spring,19,506,1,374.0,5.0,4901494.72,15.405050965481456
1701,MA,DR,Severe Storm,2007,2007-05-16,8,31,0,2007,5,2,2,Spring,31,507,4,356.0,5.0,8293850.39,15.931025001856055
1702,SD,DR,Severe Storm,2007,2007-05-22,27,18,1,2007,5,2,1,Spring,46,508,10,299.0,6.0,6226504.79,15.644325865039319
1703,KY,DR,Severe Storm,2007,2007-05-25,9,41,0,2007,5,2,4,Spring,53,509,15,540.0,3.0,3337757.27,15.020809962966297
1704,RI,DR,Severe Storm,2007,2007-05-25,1,40,0,2007,5,2,4,Spring,13,510,0,613.0,0.0,605080.13,13.313117827196042
1705,IA,DR,Severe Storm,2007,2007-05-25,19,20,0,2007,5,2,4,Spring,39,511,8,56.0,0.0,12170083.36,16.314491396739193
1706,NE,DR,Severe Storm,2007,2007-06-06,19,33,0,2007,6,2,2,Summer,37,512,11,150.0,12.0,6108982.81,15.625271001440145
1707,OK,DR,Severe Storm,2007,2007-06-07,27,34,0,2007,6,2,3,Summer,99,513,15,126.0,1.0,5918785.29,15.593641967259925
1708,MO,DR,Severe Storm,2007,2007-06-11,30,37,0,2007,6,2,0,Summer,43,514,16,147.0,4.0,7642230.07,15.84920014338085
1709,TX,DR,Severe Storm,2007,2007-06-29,78,13,1,2007,6,2,4,Summer,226,515,14,59.0,18.0,65111679.26,17.9916145113614
1710,NY,DR,Severe Storm,2007,2007-07-02,3,13,0,2007,7,3,0,Summer,74,516,15,69.0,3.0,12730455.97,16.359507866982785
1711,KS,DR,Severe Storm,2007,2007-07-02,23,6,1,2007,7,3,0,Summer,38,517,17,57.0,0.0,31798292.24,17.274923174611914
1712,OK,DR,Severe Storm,2007,2007-07-07,60,27,1,2007,7,3,5,Summer,100,518,16,30.0,5.0,24198371.44,17.001795934319773
1713,ND,DR,Severe Storm,2007,2007-07-17,13,45,0,2007,7,3,1,Summer,40,519,11,407.0,10.0,2959035.39,14.9003742293804
1714,NE,DR,Severe Storm,2007,2007-07-24,15,57,0,2007,7,3,1,Summer,38,520,12,48.0,7.0,2306258.83,14.651137649092513
3276,FM,EM,Drought,2007,2007-07-31,1,148,1,2007,7,3,1,Summer,20,45,2,1207.0,3406.0,79259.86,11.280499717051446
1715,VT,DR,Severe Storm,2007,2007-08-03,5,25,0,2007,8,3,4,Summer,25,521,10,91.0,10.0,4965837.94,15.418092811983023
1716,ME,DR,Severe Storm,2007,2007-08-08,1,28,0,2007,8,3,2,Summer,45,522,12,105.0,5.0,1692663.9000000001,14.341814708860108
3277,TX,EM,Hurricane,2007,2007-08-18,32,1,1,2007,8,3,5,Summer,227,220,13,50.0,663.0,15445270.99,16.55281349440961
3278,MN,EM,Other,2007,2007-08-21,1,20,0,2007,8,3,1,Summer,50,21,0,442.0,1428.0,3596274.0,15.095409145509516
1717,MN,DR,Severe Storm,2007,2007-08-23,8,5,1,2007,8,3,3,Summer,51,523,14,2.0,15.0,31395759.55,17.262183427432017
1718,OK,DR,Severe Storm,2007,2007-08-24,23,6,1,2007,8,3,4,Summer,101,524,17,48.0,1.0,15861253.38,16.579389861837914
1719,WI,DR,Severe Storm,2007,2007-08-26,14,8,1,2007,8,3,6,Summer,37,525,12,712.0,2.0,10331395.84,16.150698053638607
1720,OH,DR,Severe Storm,2007,2007-08-27,8,7,1,2007,8,3,0,Summer,47,526,19,391.0,1.0,10839996.92,16.198753362093836
1721,NE,DR,Severe Storm,2007,2007-08-29,6,79,0,2007,8,3,2,Summer,39,527,13,36.0,2.0,1315541.44,14.089759640439622
1723,OK,DR,Severe Storm,2007,2007-08-31,9,99,0,2007,8,3,4,Summer,102,529,18,7.0,1.0,1295072.88,14.074078301681524
1726,ND,DR,Severe Storm,2007,2007-09-07,1,12,0,2007,9,3,4,Autumn,41,531,12,52.0,7.0,7840102.06,15.874762537648353
1725,ND,DR,Severe Storm,2007,2007-09-07,2,54,0,2007,9,3,4,Autumn,42,532,13,0.0,0.0,733795.53,13.505987062083198
1727,IA,DR,Severe Storm,2007,2007-09-14,17,28,0,2007,9,3,4,Autumn,40,533,9,112.0,7.0,6271143.87,15.651469490837016
1728,MO,DR,Severe Storm,2007,2007-09-21,7,33,0,2007,9,3,4,Autumn,44,534,17,102.0,7.0,5569917.0,15.532890890071583
1729,IL,DR,Severe Storm,2007,2007-09-25,9,36,0,2007,9,3,1,Autumn,48,535,17,26.0,4.0,16803341.56,16.637088386487953
1731,CA,DR,Fire,2008,2007-10-24,7,3,1,2007,10,4,2,Autumn,165,790,103,1.0,1.0,139717974.59,18.75513648874841
1733,OR,DR,Severe Storm,2008,2007-12-08,12,7,1,2007,12,4,5,Winter,72,538,8,96.0,8.0,56069785.92,17.842107667842946
1734,WA,DR,Severe Storm,2008,2007-12-08,12,7,1,2007,12,4,5,Winter,90,539,9,78.0,0.0,61335357.98,17.9318670532076
1735,OK,DR,Severe Ice Storm,2008,2007-12-18,25,10,1,2007,12,4,1,Winter,104,34,6,8.0,6.0,99595264.7,18.41662518829256
1736,MO,DR,Severe Ice Storm,2008,2007-12-27,42,21,0,2007,12,4,3,Winter,46,35,3,15.0,9.0,24948743.74,17.032334067874114
1737,IA,DR,Severe Ice Storm,2008,2008-01-04,30,25,0,2008,1,1,4,Winter,41,36,1,112.0,8.0,28052065.58,17.14957286208543
1738,NV,DR,Severe Storm,2008,2008-01-08,1,3,1,2008,1,1,1,Winter,66,541,4,169.0,27.0,1112379.14,13.922012547892392
1739,NE,DR,Severe Ice Storm,2008,2008-01-11,8,32,0,2008,1,1,4,Winter,40,37,1,135.0,7.0,2895288.73,14.878595743428942
1740,IN,DR,Severe Storm,2008,2008-01-30,21,23,1,2008,1,1,2,Winter,40,542,16,61.0,22.0,4977755.86,15.420489917808021
1741,KS,DR,Severe Storm,2008,2008-02-01,60,57,0,2008,2,1,4,Winter,40,543,19,51.0,2.0,227086533.09,19.240841710249512
1742,MO,DR,Severe Storm,2008,2008-02-05,9,29,0,2008,2,1,1,Winter,47,544,18,40.0,4.0,1334506.76,14.104073062721762
1743,HI,DR,Severe Storm,2008,2008-02-06,3,64,0,2008,2,1,2,Winter,39,545,4,101.0,1.0,2629570.0,14.782331272978059
1744,AR,DR,Severe Storm,2008,2008-02-07,12,2,1,2008,2,1,3,Winter,48,546,11,666.0,1.0,4908799.07,15.406540084975124
1745,TN,DR,Severe Storm,2008,2008-02-07,19,2,0,2008,2,1,3,Winter,46,547,18,673.0,0.0,15633642.31,16.564935772483597
1746,KY,DR,Severe Storm,2008,2008-02-21,23,16,0,2008,2,1,3,Winter,54,548,16,272.0,14.0,4765349.85,15.37688172299992
1748,MO,DR,Severe Ice Storm,2008,2008-03-12,18,31,0,2008,3,1,2,Spring,48,38,4,36.0,61.0,10068998.77,16.124971932055363
3283,IL,EM,Snowstorm,2008,2008-03-13,8,37,0,2008,3,1,3,Spring,50,129,5,6.0,349.0,5212295.23,15.466531051759112
1749,MO,DR,Severe Storm,2008,2008-03-19,71,2,1,2008,3,1,2,Spring,49,550,19,7.0,12.0,26045574.61,17.075358469512338
3285,WI,EM,Snowstorm,2008,2008-03-19,11,43,0,2008,3,1,2,Spring,38,130,2,206.0,6.0,8644586.85,15.97244400100642
1750,GA,DR,Severe Storm,2008,2008-03-20,7,6,0,2008,3,1,3,Spring,44,551,8,294.0,1.0,3505637.4099999997,15.06988320451822
1751,AR,DR,Severe Storm,2008,2008-03-26,59,8,1,2008,3,1,2,Spring,49,552,12,48.0,6.0,39745530.71,17.498007982934837
3286,OH,EM,Snowstorm,2008,2008-04-24,20,48,0,2008,4,2,3,Spring,48,131,3,241.0,36.0,7122145.99,15.778719781472368
1752,OK,DR,Severe Storm,2008,2008-05-05,14,49,0,2008,5,2,0,Spring,107,553,19,45.0,40.0,3020576.13,14.920958473742274
1754,OK,DR,Flood,2008,2008-05-09,24,30,0,2008,5,2,4,Spring,108,674,20,4.0,385.0,20585926.389999997,16.840118263908046
1755,ME,DR,Flood,2008,2008-05-09,7,11,1,2008,5,2,4,Spring,46,675,12,275.0,0.0,3880770.7399999998,15.171544593882919
1756,OK,DR,Severe Storm,2008,2008-05-14,4,4,0,2008,5,2,2,Spring,109,555,20,5.0,6.0,2229174.12,14.617142173660632
1757,KY,DR,Severe Storm,2008,2008-05-19,15,46,0,2008,5,2,0,Spring,55,556,17,88.0,5.0,3499937.99,15.06825609487914
1758,AR,DR,Severe Storm,2008,2008-05-20,12,18,0,2008,5,2,1,Spring,50,557,13,55.0,1.0,2752278.34,14.827939977244617
1759,SD,DR,Snowstorm,2008,2008-05-22,6,21,0,2008,5,2,3,Spring,49,132,2,306.0,28.0,7826995.83,15.873089447778588
1761,GA,DR,Severe Storm,2008,2008-05-23,14,12,0,2008,5,2,4,Spring,45,558,9,64.0,3.0,10736846.75,16.189192098377205
1763,IA,DR,Severe Storm,2008,2008-05-27,85,2,1,2008,5,2,1,Spring,42,561,10,144.0,1.0,1155315559.03,20.867639355751713
1764,MS,DR,Severe Storm,2008,2008-05-28,1,54,0,2008,5,2,2,Spring,52,562,21,20.0,1.0,4330036.43,15.281086744283112
1765,NE,DR,Severe Storm,2008,2008-05-30,5,37,0,2008,5,2,4,Spring,41,563,14,140.0,2.0,499319.42,13.12100329290859
1766,IN,DR,Severe Storm,2008,2008-06-08,50,9,1,2008,6,2,6,Summer,41,564,17,130.0,9.0,101625355.92,18.436803637954004
1767,MT,DR,Severe Storm,2008,2008-06-13,4,43,0,2008,6,2,4,Summer,52,565,7,271.0,5.0,3346388.8800000004,15.023392674960203
1768,WI,DR,Severe Storm,2008,2008-06-14,31,9,1,2008,6,2,5,Summer,39,566,13,87.0,1.0,49315213.1,17.713743193839058
1769,WV,DR,Severe Storm,2008,2008-06-19,18,16,0,2008,6,2,3,Summer,47,567,13,415.0,5.0,3985862.62,15.198264564417908
1770,NE,DR,Severe Storm,2008,2008-06-20,62,29,1,2008,6,2,4,Summer,42,568,15,21.0,1.0,36258650.24,17.40618856568796
1771,IL,DR,Severe Storm,2008,2008-06-24,25,23,1,2008,6,2,1,Summer,51,569,19,103.0,4.0,53912370.58,17.802870537927515
