disasternumber,totalnumberiaapproved,totalamountihpapproved,totalamounthaapproved,totalamountonaapproved,totalobligatedamountpa,totalobligatedamountcatab,totalobligatedamountcatc2g,totalobligatedamounthmgp,paloaddate,ialoaddate,disasternumber_filled,totalnumberiaapproved_filled,totalamountihpapproved_filled,totalamounthaapproved_filled,totalamountonaapproved_filled,totalobligatedamountpa_filled,totalobligatedamountcatab_filled,totalobligatedamountcatc2g_filled,totalobligatedamounthmgp_filled
2527,,,,,721938.56,15141.56,,0.0,2026-02-06,,2527,0.0,0.0,0.0,0.0,721938.56,15141.56,0.0,0.0
3265,,,,,566376.69,566376.69,,,2026-02-06,,3265,0.0,0.0,0.0,0.0,566376.69,566376.69,0.0,0.0
2915,,,,,2744156.76,743657.08,,0.0,2026-02-06,,2915,0.0,0.0,0.0,0.0,2744156.76,743657.08,0.0,0.0
5075,,,,,2566096.58,21351.24,,0.0,2026-02-06,,5075,0.0,0.0,0.0,0.0,2566096.58,21351.24,0.0,0.0
2548,,,,,155355.0,3713.96,,0.0,2026-02-06,,2548,0.0,0.0,0.0,0.0,155355.0,3713.96,0.0,0.0
2566,,,,,1077283.8,7402.1,,0.0,2026-02-06,,2566,0.0,0.0,0.0,0.0,1077283.8,7402.1,0.0,0.0
2834,,,,,601282.59,8738.0,,0.0,2026-02-06,,2834,0.0,0.0,0.0,0.0,601282.59,8738.0,0.0,0.0
2044,,,,,,,,,,,2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5506,,,,,,,,0.0,,,5506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,,,,,,,,,,,3550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5442,,,,,,,,191326.79,,,5442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191326.79
2042,,,,,,,,,,,2042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3413,,,,,,,,,,,3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3503,,,,,,,,,,,3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5113,,,,,187070.23,1790.68,,44544.76,2026-02-06,,5113,0.0,0.0,0.0,0.0,187070.23,1790.68,0.0,44544.76
2355,,,,,959055.0,959055.0,,,2026-02-06,,2355,0.0,0.0,0.0,0.0,959055.0,959055.0,0.0,0.0
5485,,,,,1186914.3,67188.52,,0.0,2026-02-06,,5485,0.0,0.0,0.0,0.0,1186914.3,67188.52,0.0,0.0
5234,,,,,44977.8,,,0.0,2026-02-06,,5234,0.0,0.0,0.0,0.0,44977.8,0.0,0.0,0.0
2696,,,,,637475.79,637475.79,,0.0,2026-02-06,,2696,0.0,0.0,0.0,0.0,637475.79,637475.79,0.0,0.0
2962,,,,,18826.83,8444.8,,0.0,2026-02-06,,2962,0.0,0.0,0.0,0.0,18826.83,8444.8,0.0,0.0
3569,,,,,,,,,,,3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,,,,,,,,,,,3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5529,,,,,,,,0.0,,,5529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5512,,,,,,,,0.0,,,5512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382,,,,,,,,,,,3382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5527,,,,,,,,0.0,,,5527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4391,,,,,,,,0.0,,,4391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5514,,,,,,,,0.0,,,5514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,,,,,,,,,,,3078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,,,,,710105.03,1477.86,,0.0,2026-02-06,,2473,0.0,0.0,0.0,0.0,710105.03,1477.86,0.0,0.0
5379,,,,,1479520.55,456967.14,,0.0,2026-02-06,,5379,0.0,0.0,0.0,0.0,1479520.55,456967.14,0.0,0.0
2866,,,,,267933.97,,,0.0,2026-02-06,,2866,0.0,0.0,0.0,0.0,267933.97,0.0,0.0,0.0
5166,,,,,1801399.51,294307.01,,0.0,2026-02-06,,5166,0.0,0.0,0.0,0.0,1801399.51,294307.01,0.0,0.0
5457,,,,,1027118.33,1027118.33,,818434.43,2026-02-06,,5457,0.0,0.0,0.0,0.0,1027118.33,1027118.33,0.0,818434.43
2344,,,,,98597.18,98597.18,,,2026-02-06,,2344,0.0,0.0,0.0,0.0,98597.18,98597.18,0.0,0.0
2845,,,,,612234.29,,,0.0,2026-02-06,,2845,0.0,0.0,0.0,0.0,612234.29,0.0,0.0,0.0
5029,,,,,1302251.57,71301.68,,0.0,2026-02-06,,5029,0.0,0.0,0.0,0.0,1302251.57,71301.68,0.0,0.0
5010,,,,,6664.22,6664.22,,0.0,2026-02-06,,5010,0.0,0.0,0.0,0.0,6664.22,6664.22,0.0,0.0
2583,,,,,14842645.0,482316.22,,0.0,2026-02-06,,2583,0.0,0.0,0.0,0.0,14842645.0,482316.22,0.0,0.0
3515,,,,,,,,,,,3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101,,,,,1527066.5,14733.96,,38681.58,2026-02-06,,5101,0.0,0.0,0.0,0.0,1527066.5,14733.96,0.0,38681.58
2092,,,,,,,,,,,2092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,,,,,,,,0.0,,,2975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5188,,,,,889917.46,39823.34,,0.0,2026-02-06,,5188,0.0,0.0,0.0,0.0,889917.46,39823.34,0.0,0.0
3435,,,,,,,,,,,3435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5511,,,,,,,,0.0,,,5511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2895,,,,,,,,0.0,,,2895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5516,,,,,,,,0.0,,,5516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,,,,,993223.0,993223.0,,,2026-02-06,,2252,0.0,0.0,0.0,0.0,993223.0,993223.0,0.0,0.0
2474,,,,,991618.0,2167.78,,0.0,2026-02-06,,2474,0.0,0.0,0.0,0.0,991618.0,2167.78,0.0,0.0
2660,,,,,1418573.71,,,0.0,2026-02-06,,2660,0.0,0.0,0.0,0.0,1418573.71,0.0,0.0,0.0
5080,,,,,1334447.91,22126.56,,0.0,2026-02-06,,5080,0.0,0.0,0.0,0.0,1334447.91,22126.56,0.0,0.0
2941,,,,,12483.41,1230.8,,0.0,2026-02-06,,2941,0.0,0.0,0.0,0.0,12483.41,1230.8,0.0,0.0
2315,,,,,485186.01,485186.01,,,2026-02-06,,2315,0.0,0.0,0.0,0.0,485186.01,485186.01,0.0,0.0
2554,,,,,1785194.67,12853.82,,0.0,2026-02-06,,2554,0.0,0.0,0.0,0.0,1785194.67,12853.82,0.0,0.0
2449,,,,,2573214.31,10981.06,,,2026-02-06,,2449,0.0,0.0,0.0,0.0,2573214.31,10981.06,0.0,0.0
5003,,,,,177279.62,70716.2,,0.0,2026-02-06,,5003,0.0,0.0,0.0,0.0,177279.62,70716.2,0.0,0.0
2584,,,,,781829.0,28759.59,,0.0,2026-02-06,,2584,0.0,0.0,0.0,0.0,781829.0,28759.59,0.0,0.0
5466,,,,,626441.06,,,326891.1,2026-02-06,,5466,0.0,0.0,0.0,0.0,626441.06,0.0,0.0,326891.1
5267,,,,,1156852.28,969.0,,0.0,2026-02-06,,5267,0.0,0.0,0.0,0.0,1156852.28,969.0,0.0,0.0
5264,,,,,954946.5,11087.01,,0.0,2026-02-06,,5264,0.0,0.0,0.0,0.0,954946.5,11087.01,0.0,0.0
2261,,,,,685887.95,685887.95,,,2026-02-06,,2261,0.0,0.0,0.0,0.0,685887.95,685887.95,0.0,0.0
2801,,,,,75774.9,,,0.0,2026-02-06,,2801,0.0,0.0,0.0,0.0,75774.9,0.0,0.0,0.0
3495,,,,,10632.22,10632.22,,,2026-02-06,,3495,0.0,0.0,0.0,0.0,10632.22,10632.22,0.0,0.0
5334,,,,,164921.38,17666.69,,700108.22,2026-02-06,,5334,0.0,0.0,0.0,0.0,164921.38,17666.69,0.0,700108.22
2842,,,,,178183.15,,,0.0,2026-02-06,,2842,0.0,0.0,0.0,0.0,178183.15,0.0,0.0,0.0
2378,,,,,1641186.86,1641186.86,,,2026-02-06,,2378,0.0,0.0,0.0,0.0,1641186.86,1641186.86,0.0,0.0
2847,,,,,102627.51,,,0.0,2026-02-06,,2847,0.0,0.0,0.0,0.0,102627.51,0.0,0.0,0.0
1402,,,,,45020240.33,19181030.22,25287060.53,6185233.0,2026-02-06,,1402,0.0,0.0,0.0,0.0,45020240.33,19181030.22,25287060.53,6185233.0
1672,,,,,4290223.59,1187862.31,3152429.25,1340672.0,2026-02-06,,1672,0.0,0.0,0.0,0.0,4290223.59,1187862.31,3152429.25,1340672.0
1790,,,,,4570622.52,191540.21,4339131.55,604887.0,2026-02-06,,1790,0.0,0.0,0.0,0.0,4570622.52,191540.21,4339131.55,604887.0
1741,,,,,227086533.09,20961968.95,203016247.94,21234684.0,2026-02-06,,1741,0.0,0.0,0.0,0.0,227086533.09,20961968.95,203016247.94,21234684.0
2419,,,,,1386466.67,2329.26,1299062.25,,2026-02-06,,2419,0.0,0.0,0.0,0.0,1386466.67,2329.26,1299062.25,0.0
3262,,,,,2760835.92,2715422.87,,,2026-02-06,,3262,0.0,0.0,0.0,0.0,2760835.92,2715422.87,0.0,0.0
4251,,,,,36201886.24,1834108.21,32944324.61,5530482.83,2026-02-06,,4251,0.0,0.0,0.0,0.0,36201886.24,1834108.21,32944324.61,5530482.83
4131,,,,,13712894.66,4570860.09,8727358.32,1690747.48,2026-02-06,,4131,0.0,0.0,0.0,0.0,13712894.66,4570860.09,8727358.32,1690747.48
1957,,,,,44492035.36,34434355.49,9612764.64,5329015.09,2026-02-06,,1957,0.0,0.0,0.0,0.0,44492035.36,34434355.49,9612764.64,5329015.09
1457,,,,,15296905.63,13577163.25,1363858.63,203068.0,2026-02-06,,1457,0.0,0.0,0.0,0.0,15296905.63,13577163.25,1363858.63,203068.0
1807,,,,,7256252.51,5109636.26,1964392.59,824950.0,2026-02-06,,1807,0.0,0.0,0.0,0.0,7256252.51,5109636.26,1964392.59,824950.0
4149,,,,,12096256.67,1741408.23,9947359.44,1785651.0,2026-02-06,,4149,0.0,0.0,0.0,0.0,12096256.67,1741408.23,9947359.44,1785651.0
3322,,,,,28922892.77,28290606.47,,,2026-02-06,,3322,0.0,0.0,0.0,0.0,28922892.77,28290606.47,0.0,0.0
3237,,,,,3021165.34,2885724.12,,,2026-02-06,,3237,0.0,0.0,0.0,0.0,3021165.34,2885724.12,0.0,0.0
2592,,,,,62705.97,,,0.0,2026-02-06,,2592,0.0,0.0,0.0,0.0,62705.97,0.0,0.0,0.0
4189,,,,,5444967.6,1644210.66,3762199.12,495075.63,2026-02-06,,4189,0.0,0.0,0.0,0.0,5444967.6,1644210.66,3762199.12,495075.63
3171,,,,,6133267.36,6077480.03,,,2026-02-06,,3171,0.0,0.0,0.0,0.0,6133267.36,6077480.03,0.0,0.0
2585,,,,,2556527.0,,,0.0,2026-02-06,,2585,0.0,0.0,0.0,0.0,2556527.0,0.0,0.0,0.0
3242,,,,,2470003.23,2423900.93,,,2026-02-06,,3242,0.0,0.0,0.0,0.0,2470003.23,2423900.93,0.0,0.0
3278,,,,,3560273.15,3592835.96,,,2026-02-06,,3278,0.0,0.0,0.0,0.0,3560273.15,3592835.96,0.0,0.0
1864,,,,,5125804.16,161232.94,4945531.0,572187.0,2026-02-06,,1864,0.0,0.0,0.0,0.0,5125804.16,161232.94,4945531.0,572187.0
4134,,,,,6617742.08,3840561.38,2700874.68,816544.57,2026-02-06,,4134,0.0,0.0,0.0,0.0,6617742.08,3840561.38,2700874.68,816544.57
1967,,,,,7050406.37,752823.79,6218843.73,851500.0,2026-02-06,,1967,0.0,0.0,0.0,0.0,7050406.37,752823.79,6218843.73,851500.0
5001,,,,,131798.94,69974.07,,0.0,2026-02-06,,5001,0.0,0.0,0.0,0.0,131798.94,69974.07,0.0,0.0
5073,,,,,863545.8,1586.94,,0.0,2026-02-06,,5073,0.0,0.0,0.0,0.0,863545.8,1586.94,0.0,0.0
2948,,,,,23933.32,2377.5,,0.0,2026-02-06,,2948,0.0,0.0,0.0,0.0,23933.32,2377.5,0.0,0.0
2595,,,,,54624.25,,,0.0,2026-02-06,,2595,0.0,0.0,0.0,0.0,54624.25,0.0,0.0,0.0
2547,,,,,10958294.0,80343.3,,0.0,2026-02-06,,2547,0.0,0.0,0.0,0.0,10958294.0,80343.3,0.0,0.0
5151,,,,,1721832.05,56108.69,,0.0,2026-02-06,,5151,0.0,0.0,0.0,0.0,1721832.05,56108.69,0.0,0.0
2989,,,,,1514966.12,,,0.0,2026-02-06,,2989,0.0,0.0,0.0,0.0,1514966.12,0.0,0.0,0.0
2886,,,,,49728.06,4272.83,,0.0,2026-02-06,,2886,0.0,0.0,0.0,0.0,49728.06,4272.83,0.0,0.0
1377,,,,,741930.23,9998.01,730615.2,113141.0,2026-02-06,,1377,0.0,0.0,0.0,0.0,741930.23,9998.01,730615.2,113141.0
2786,,,,,595797.43,1909.53,,0.0,2026-02-06,,2786,0.0,0.0,0.0,0.0,595797.43,1909.53,0.0,0.0
2298,,,,,2054763.81,1996217.54,,,2026-02-06,,2298,0.0,0.0,0.0,0.0,2054763.81,1996217.54,0.0,0.0
2914,,,,,1843083.73,4818.75,,0.0,2026-02-06,,2914,0.0,0.0,0.0,0.0,1843083.73,4818.75,0.0,0.0
2641,,,,,4729509.25,92513.15,,0.0,2026-02-06,,2641,0.0,0.0,0.0,0.0,4729509.25,92513.15,0.0,0.0
2779,,,,,167186.15,8697.78,,0.0,2026-02-06,,2779,0.0,0.0,0.0,0.0,167186.15,8697.78,0.0,0.0
3221,,,,,769731.49,835173.87,,,2026-02-06,,3221,0.0,0.0,0.0,0.0,769731.49,835173.87,0.0,0.0
5538,,,,,55712.33,50262.91,,0.0,2026-02-06,,5538,0.0,0.0,0.0,0.0,55712.33,50262.91,0.0,0.0
3239,,,,,244047.59,222422.69,,,2026-02-06,,3239,0.0,0.0,0.0,0.0,244047.59,222422.69,0.0,0.0
2719,,,,,919183.24,,,0.0,2026-02-06,,2719,0.0,0.0,0.0,0.0,919183.24,0.0,0.0,0.0
2869,,,,,14666.35,10897.95,,0.0,2026-02-06,,2869,0.0,0.0,0.0,0.0,14666.35,10897.95,0.0,0.0
2423,,,,,3510136.9,129360.85,1748391.0,,2026-02-06,,2423,0.0,0.0,0.0,0.0,3510136.9,129360.85,1748391.0,0.0
5110,,,,,30961.05,3408.03,,347360.0,2026-02-06,,5110,0.0,0.0,0.0,0.0,30961.05,3408.03,0.0,347360.0
2282,,,,,338108.89,338108.89,,,2026-02-06,,2282,0.0,0.0,0.0,0.0,338108.89,338108.89,0.0,0.0
2757,,,,,139863.7,,,0.0,2026-02-06,,2757,0.0,0.0,0.0,0.0,139863.7,0.0,0.0,0.0
2902,,,,,263462.41,263462.41,,0.0,2026-02-06,,2902,0.0,0.0,0.0,0.0,263462.41,263462.41,0.0,0.0
5057,,,,,5180774.01,25201.56,,0.0,2026-02-06,,5057,0.0,0.0,0.0,0.0,5180774.01,25201.56,0.0,0.0
2467,,,,,76176.03,1758.82,,0.0,2026-02-06,,2467,0.0,0.0,0.0,0.0,76176.03,1758.82,0.0,0.0
2839,,,,,8033270.01,82056.9,,0.0,2026-02-06,,2839,0.0,0.0,0.0,0.0,8033270.01,82056.9,0.0,0.0
5289,,,,,80415.48,,,0.0,2026-02-06,,5289,0.0,0.0,0.0,0.0,80415.48,0.0,0.0,0.0
5169,,,,,4523.54,,,0.0,2026-02-06,,5169,0.0,0.0,0.0,0.0,4523.54,0.0,0.0,0.0
2337,,,,,325803.92,325803.92,,,2026-02-06,,2337,0.0,0.0,0.0,0.0,325803.92,325803.92,0.0,0.0
3142,,,,,6218085.26,6218085.26,,,2026-02-06,,3142,0.0,0.0,0.0,0.0,6218085.26,6218085.26,0.0,0.0
5483,,,,,81990.62,,,0.0,2026-02-06,,5483,0.0,0.0,0.0,0.0,81990.62,0.0,0.0,0.0
5126,,,,,2675109.99,303612.8,,0.0,2026-02-06,,5126,0.0,0.0,0.0,0.0,2675109.99,303612.8,0.0,0.0
2334,,,,,72256.34,72256.34,,,2026-02-06,,2334,0.0,0.0,0.0,0.0,72256.34,72256.34,0.0,0.0
2907,,,,,750000.0,,,0.0,2026-02-06,,2907,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0
5025,,,,,2021869.93,639663.63,,0.0,2026-02-06,,5025,0.0,0.0,0.0,0.0,2021869.93,639663.63,0.0,0.0
3360,,,,,644300.52,643660.59,,,2026-02-06,,3360,0.0,0.0,0.0,0.0,644300.52,643660.59,0.0,0.0
2310,,,,,261748.94,261748.94,,,2026-02-06,,2310,0.0,0.0,0.0,0.0,261748.94,261748.94,0.0,0.0
2844,,,,,242747.34,5464.69,,0.0,2026-02-06,,2844,0.0,0.0,0.0,0.0,242747.34,5464.69,0.0,0.0
2903,,,,,1575822.38,15019.93,,0.0,2026-02-06,,2903,0.0,0.0,0.0,0.0,1575822.38,15019.93,0.0,0.0
1278,,,,,501235.42,20563.57,469397.28,113954.0,2026-02-06,,1278,0.0,0.0,0.0,0.0,501235.42,20563.57,469397.28,113954.0
5360,,,,,108329.96,100624.57,,0.0,2026-02-06,,5360,0.0,0.0,0.0,0.0,108329.96,100624.57,0.0,0.0
2656,,,,,1591350.0,102231.3,,0.0,2026-02-06,,2656,0.0,0.0,0.0,0.0,1591350.0,102231.3,0.0,0.0
2635,,,,,13811.89,,,0.0,2026-02-06,,2635,0.0,0.0,0.0,0.0,13811.89,0.0,0.0,0.0
4191,,,,,570373.61,554501.81,2512.5,0.0,2026-02-06,,4191,0.0,0.0,0.0,0.0,570373.61,554501.81,2512.5,0.0
5159,,,,,1284186.13,,,1042961.46,2026-02-06,,5159,0.0,0.0,0.0,0.0,1284186.13,0.0,0.0,1042961.46
2828,,,,,237881.87,11904.54,,0.0,2026-02-06,,2828,0.0,0.0,0.0,0.0,237881.87,11904.54,0.0,0.0
5178,,,,,1587486.27,129742.88,,151310.78,2026-02-06,,5178,0.0,0.0,0.0,0.0,1587486.27,129742.88,0.0,151310.78
5011,,,,,1803712.29,16745.89,,0.0,2026-02-06,,5011,0.0,0.0,0.0,0.0,1803712.29,16745.89,0.0,0.0
5042,,,,,908893.49,7922.24,,0.0,2026-02-06,,5042,0.0,0.0,0.0,0.0,908893.49,7922.24,0.0,0.0
1667,,,,,670103.7,,670103.7,128567.0,2026-02-06,,1667,0.0,0.0,0.0,0.0,670103.7,0.0,670103.7,128567.0
2260,,,,,245553.7,245553.7,,,2026-02-06,,2260,0.0,0.0,0.0,0.0,245553.7,245553.7,0.0,0.0
2765,,,,,4286325.67,,,0.0,2026-02-06,,2765,0.0,0.0,0.0,0.0,4286325.67,0.0,0.0,0.0
2870,,,,,465822.05,59958.47,,0.0,2026-02-06,,2870,0.0,0.0,0.0,0.0,465822.05,59958.47,0.0,0.0
5445,,,,,47115506.46,831390.19,,0.0,2026-02-06,,5445,0.0,0.0,0.0,0.0,47115506.46,831390.19,0.0,0.0
2928,,,,,69077.56,8043.83,,0.0,2026-02-06,,2928,0.0,0.0,0.0,0.0,69077.56,8043.83,0.0,0.0
2658,,,,,1543488.86,6596.89,,0.0,2026-02-06,,2658,0.0,0.0,0.0,0.0,1543488.86,6596.89,0.0,0.0
5052,,,,,543827.73,30175.29,,0.0,2026-02-06,,5052,0.0,0.0,0.0,0.0,543827.73,30175.29,0.0,0.0
5006,,,,,422788.56,2458.64,,0.0,2026-02-06,,5006,0.0,0.0,0.0,0.0,422788.56,2458.64,0.0,0.0
5212,,,,,69612.43,,,0.0,2026-02-06,,5212,0.0,0.0,0.0,0.0,69612.43,0.0,0.0,0.0
2654,,,,,3098322.57,,,0.0,2026-02-06,,2654,0.0,0.0,0.0,0.0,3098322.57,0.0,0.0,0.0
2665,,,,,2371710.41,,,0.0,2026-02-06,,2665,0.0,0.0,0.0,0.0,2371710.41,0.0,0.0,0.0
4591,,,,,2438739.06,2438739.06,,0.0,2026-02-06,,4591,0.0,0.0,0.0,0.0,2438739.06,2438739.06,0.0,0.0
5229,,,,,635186.07,,,891580.19,2026-02-06,,5229,0.0,0.0,0.0,0.0,635186.07,0.0,0.0,891580.19
2380,,,,,2953040.3,2953040.3,,,2026-02-06,,2380,0.0,0.0,0.0,0.0,2953040.3,2953040.3,0.0,0.0
2600,,,,,107390.27,,,0.0,2026-02-06,,2600,0.0,0.0,0.0,0.0,107390.27,0.0,0.0,0.0
3341,,,,,3194.36,3194.36,,,2026-02-06,,3341,0.0,0.0,0.0,0.0,3194.36,3194.36,0.0,0.0
5009,,,,,5281075.21,,,0.0,2026-02-06,,5009,0.0,0.0,0.0,0.0,5281075.21,0.0,0.0,0.0
1735,,,,,98996546.81,66157314.78,29980755.51,9834760.0,2026-02-06,,1735,0.0,0.0,0.0,0.0,98996546.81,66157314.78,29980755.51,9834760.0
1503,,,,,1557788.66,25578.31,673704.71,37700.0,2026-02-06,,1503,0.0,0.0,0.0,0.0,1557788.66,25578.31,673704.71,37700.0
1632,,,,,7631752.69,1327531.7,6349460.48,1197009.0,2026-02-06,,1632,0.0,0.0,0.0,0.0,7631752.69,1327531.7,6349460.48,1197009.0
4072,,,,,21670637.94,11939571.45,8088581.0,2222598.0,2026-02-06,,4072,0.0,0.0,0.0,0.0,21670637.94,11939571.45,8088581.0,2222598.0
1423,,,,,3266024.79,337529.94,2783374.44,316082.0,2026-02-06,,1423,0.0,0.0,0.0,0.0,3266024.79,337529.94,2783374.44,316082.0
2659,,,,,1511559.54,97702.97,,0.0,2026-02-06,,2659,0.0,0.0,0.0,0.0,1511559.54,97702.97,0.0,0.0
4159,,,,,7753470.35,2228662.08,5185088.27,1132024.96,2026-02-06,,4159,0.0,0.0,0.0,0.0,7753470.35,2228662.08,5185088.27,1132024.96
5054,,,,,1385550.7,351331.12,,0.0,2026-02-06,,5054,0.0,0.0,0.0,0.0,1385550.7,351331.12,0.0,0.0
5381,,,,,6392155.66,353884.08,,0.0,2026-02-06,,5381,0.0,0.0,0.0,0.0,6392155.66,353884.08,0.0,0.0
1936,,,,,11968744.67,1263643.96,10289627.97,209530.0,2026-02-06,,1936,0.0,0.0,0.0,0.0,11968744.67,1263643.96,10289627.97,209530.0
5135,,,,,5137174.1,806387.54,,0.0,2026-02-06,,5135,0.0,0.0,0.0,0.0,5137174.1,806387.54,0.0,0.0
1999,,,,,52813413.07,49125112.11,2973445.78,11629211.82,2026-02-06,,1999,0.0,0.0,0.0,0.0,52813413.07,49125112.11,2973445.78,11629211.82
1891,,,,,5295215.58,2994439.09,2296845.57,224743.0,2026-02-06,,1891,0.0,0.0,0.0,0.0,5295215.58,2994439.09,2296845.57,224743.0
3544,,,,,964564.73,950443.66,,,2026-02-06,,3544,0.0,0.0,0.0,0.0,964564.73,950443.66,0.0,0.0
5464,,,,,300735.0,62079.46,,0.0,2026-02-06,,5464,0.0,0.0,0.0,0.0,300735.0,62079.46,0.0,0.0
1757,,,,,3499571.24,129307.62,3257223.37,488767.0,2026-02-06,,1757,0.0,0.0,0.0,0.0,3499571.24,129307.62,3257223.37,488767.0
1514,,,,,4438216.91,723051.72,3767390.76,0.0,2026-02-06,,1514,0.0,0.0,0.0,0.0,4438216.91,723051.72,3767390.76,0.0
1962,,,,,1801838.12,973829.45,773695.45,15000.0,2026-02-06,,1962,0.0,0.0,0.0,0.0,1801838.12,973829.45,773695.45,15000.0
4171,,,,,7524647.93,4038325.93,3472786.67,494134.33,2026-02-06,,4171,0.0,0.0,0.0,0.0,7524647.93,4038325.93,3472786.67,494134.33
1468,,,,,1741049.6,125789.02,1615260.58,145376.0,2026-02-06,,1468,0.0,0.0,0.0,0.0,1741049.6,125789.02,1615260.58,145376.0
1627,,,,,5444137.27,87046.64,5357090.63,376173.0,2026-02-06,,1627,0.0,0.0,0.0,0.0,5444137.27,87046.64,5357090.63,376173.0
4035,,,,,2900592.12,1435679.99,1326444.41,514894.0,2026-02-06,,4035,0.0,0.0,0.0,0.0,2900592.12,1435679.99,1326444.41,514894.0
1990,,,,,3548610.44,2458366.46,948474.24,147565.0,2026-02-06,,1990,0.0,0.0,0.0,0.0,3548610.44,2458366.46,948474.24,147565.0
4137,,,,,1159221.44,427382.21,695227.74,175481.0,2026-02-06,,4137,0.0,0.0,0.0,0.0,1159221.44,427382.21,695227.74,175481.0
1371,,,,,1160382.95,164540.76,988792.94,208923.0,2026-02-06,,1371,0.0,0.0,0.0,0.0,1160382.95,164540.76,988792.94,208923.0
1533,,,,,919429.84,245607.6,391587.93,0.0,2026-02-06,,1533,0.0,0.0,0.0,0.0,919429.84,245607.6,391587.93,0.0
4215,,,,,10843502.79,4361083.51,6249420.1,1851629.75,2026-02-06,,4215,0.0,0.0,0.0,0.0,10843502.79,4361083.51,6249420.1,1851629.75
4054,,,,,1340817.62,132297.76,1094231.33,182646.0,2026-02-06,,4054,0.0,0.0,0.0,0.0,1340817.62,132297.76,1094231.33,182646.0
3219,,,,,12706104.88,12562801.78,,,2026-02-06,,3219,0.0,0.0,0.0,0.0,12706104.88,12562801.78,0.0,0.0
3250,,,,,2541599.6,2564351.44,,,2026-02-06,,3250,0.0,0.0,0.0,0.0,2541599.6,2564351.44,0.0,0.0
5225,,,,,11469545.02,1344262.36,,0.0,2026-02-06,,5225,0.0,0.0,0.0,0.0,11469545.02,1344262.36,0.0,0.0
2492,,,,,763957.53,14032.87,,0.0,2026-02-06,,2492,0.0,0.0,0.0,0.0,763957.53,14032.87,0.0,0.0
2718,,,,,18333090.05,380850.42,,0.0,2026-02-06,,2718,0.0,0.0,0.0,0.0,18333090.05,380850.42,0.0,0.0
5196,,,,,2020581.4,,,0.0,2026-02-06,,5196,0.0,0.0,0.0,0.0,2020581.4,0.0,0.0,0.0
2983,,,,,508394.62,60569.87,,0.0,2026-02-06,,2983,0.0,0.0,0.0,0.0,508394.62,60569.87,0.0,0.0
5116,,,,,3568584.84,166084.75,,205398.41,2026-02-06,,5116,0.0,0.0,0.0,0.0,3568584.84,166084.75,0.0,205398.41
2809,,,,,80098.66,70902.95,,0.0,2026-02-06,,2809,0.0,0.0,0.0,0.0,80098.66,70902.95,0.0,0.0
2497,,,,,588180.32,158045.19,,0.0,2026-02-06,,2497,0.0,0.0,0.0,0.0,588180.32,158045.19,0.0,0.0
2661,,,,,1773269.52,,,0.0,2026-02-06,,2661,0.0,0.0,0.0,0.0,1773269.52,0.0,0.0,0.0
3229,,,,,1036861.59,1058230.21,,,2026-02-06,,3229,0.0,0.0,0.0,0.0,1036861.59,1058230.21,0.0,0.0
4456,,,,,6543056.06,25677.44,6470622.2,0.0,2026-02-06,,4456,0.0,0.0,0.0,0.0,6543056.06,25677.44,6470622.2,0.0
1647,,,,,3177445.62,124778.3,3045175.82,160630.0,2026-02-06,,1647,0.0,0.0,0.0,0.0,3177445.62,124778.3,3045175.82,160630.0
5098,,,,,456164.48,,,43150.66,2026-02-06,,5098,0.0,0.0,0.0,0.0,456164.48,0.0,0.0,43150.66
5265,,,,,4551107.33,581023.07,,0.0,2026-02-06,,5265,0.0,0.0,0.0,0.0,4551107.33,581023.07,0.0,0.0
2553,,,,,1938924.0,26127.31,,0.0,2026-02-06,,2553,0.0,0.0,0.0,0.0,1938924.0,26127.31,0.0,0.0
