disasternumber,totalnumberiaapproved,totalamountihpapproved,totalamounthaapproved,totalamountonaapproved,totalobligatedamountpa,totalobligatedamountcatab,totalobligatedamountcatc2g,totalobligatedamounthmgp,paloaddate,ialoaddate,disasternumber_filled,totalnumberiaapproved_filled,totalamountihpapproved_filled,totalamounthaapproved_filled,totalamountonaapproved_filled,totalobligatedamountpa_filled,totalobligatedamountcatab_filled,totalobligatedamountcatc2g_filled,totalobligatedamounthmgp_filled
3601,,,,,,,,,,,3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,,,,,,,,,,,3602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,,,,,18812748.86,13423088.38,4869890.36,2710679.0,2026-02-06,,1802,0.0,0.0,0.0,0.0,18812748.86,13423088.38,4869890.36,2710679.0
1292,,,,,298105794.06,143602692.89,150485207.39,67665966.0,2026-02-06,,1292,0.0,0.0,0.0,0.0,298105794.06,143602692.89,150485207.39,67665966.0
3163,,,,,5380816.01,5369403.69,,,2026-02-06,,3163,0.0,0.0,0.0,0.0,5380816.01,5369403.69,0.0,0.0
3187,,,,,1597088.45,1616903.05,,,2026-02-06,,3187,0.0,0.0,0.0,0.0,1597088.45,1616903.05,0.0,0.0
4015,,,,,5553128.41,3549146.66,1760212.52,1762074.09,2026-02-06,,4015,0.0,0.0,0.0,0.0,5553128.41,3549146.66,1760212.52,1762074.09
4261,,,,,69267697.55,63921034.22,5197038.9,11150426.87,2026-02-06,,4261,0.0,0.0,0.0,0.0,69267697.55,63921034.22,5197038.9,11150426.87
1752,,,,,3020576.08,82107.37,2836362.71,1247.0,2026-02-06,,1752,0.0,0.0,0.0,0.0,3020576.08,82107.37,2836362.71,1247.0
2248,,,,,18718.34,18718.34,,,2026-02-06,,2248,0.0,0.0,0.0,0.0,18718.34,18718.34,0.0,0.0
2177,,,,,964468.0,964468.0,,,2026-02-06,,2177,0.0,0.0,0.0,0.0,964468.0,964468.0,0.0,0.0
5463,,,,,247922.91,31636.88,,530971.87,2026-02-06,,5463,0.0,0.0,0.0,0.0,247922.91,31636.88,0.0,530971.87
1349,,,,,2838615.94,94167.46,2564548.23,538400.0,2026-02-06,,1349,0.0,0.0,0.0,0.0,2838615.94,94167.46,2564548.23,538400.0
1384,,,,,6425209.53,2629470.0,3613225.53,1051510.0,2026-02-06,,1384,0.0,0.0,0.0,0.0,6425209.53,2629470.0,3613225.53,1051510.0
1615,,,,,8128420.53,553279.69,7427977.19,0.0,2026-02-06,,1615,0.0,0.0,0.0,0.0,8128420.53,553279.69,7427977.19,0.0
5634,,,,,,,,0.0,,,5634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4045,,,,,5135398.21,561055.89,4428207.36,720204.0,2026-02-06,,4045,0.0,0.0,0.0,0.0,5135398.21,561055.89,4428207.36,720204.0
5492,,,,,,,,43908.05,,,5492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43908.05
2108,,,,,8815.1,8815.1,,,2026-02-06,,2108,0.0,0.0,0.0,0.0,8815.1,8815.1,0.0,0.0
4212,,,,,8736490.43,8429263.2,156446.83,269876.97,2026-02-06,,4212,0.0,0.0,0.0,0.0,8736490.43,8429263.2,156446.83,269876.97
4415,,,,,6453697.9,423536.43,5347443.35,1109703.29,2026-02-06,,4415,0.0,0.0,0.0,0.0,6453697.9,423536.43,5347443.35,1109703.29
5630,,,,,,,,0.0,,,5630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,,,,,,,,2167204.0,,,1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2167204.0
4056,,,,,30413928.56,15972757.36,13054413.58,5794419.14,2026-02-06,,4056,0.0,0.0,0.0,0.0,30413928.56,15972757.36,13054413.58,5794419.14
5384,,,,,,,,885821.04,,,5384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885821.04
1270,,,,,,,,319783.0,,,1270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319783.0
5629,,,,,,,,0.0,,,5629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,,,,,,,,0.0,,,5631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5278,,,,,,,,1527297.3,,,5278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527297.3
5494,,,,,,,,645732.1,,,5494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645732.1
5614,,,,,,,,0.0,,,5614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2956,,,,,586405.18,539825.8,,0.0,2026-02-06,,2956,0.0,0.0,0.0,0.0,586405.18,539825.8,0.0,0.0
1836,,,,,6100444.28,3010700.1,2801845.18,666076.0,2026-02-06,,1836,0.0,0.0,0.0,0.0,6100444.28,3010700.1,2801845.18,666076.0
4185,,,,,3837595.3,200422.1,3582189.99,213400.0,2026-02-06,,4185,0.0,0.0,0.0,0.0,3837595.3,200422.1,3582189.99,213400.0
5284,,,,,264039.14,55841.5,,348002.3,2026-02-06,,5284,0.0,0.0,0.0,0.0,264039.14,55841.5,0.0,348002.3
1781,,,,,1655156.5,250629.68,1309133.42,192093.0,2026-02-06,,1781,0.0,0.0,0.0,0.0,1655156.5,250629.68,1309133.42,192093.0
1274,,,,,1525086.7,1060865.15,587622.94,778869.0,2026-02-06,,1274,0.0,0.0,0.0,0.0,1525086.7,1060865.15,587622.94,778869.0
5388,,,,,2746912.41,,,1456557.64,2026-02-06,,5388,0.0,0.0,0.0,0.0,2746912.41,0.0,0.0,1456557.64
5456,,,,,,,,4792739.84,,,5456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4792739.84
3340,,,,,495306.49,495306.49,,,2026-02-06,,3340,0.0,0.0,0.0,0.0,495306.49,495306.49,0.0,0.0
5380,,,,,13195694.92,755181.46,,3908293.99,2026-02-06,,5380,0.0,0.0,0.0,0.0,13195694.92,755181.46,0.0,3908293.99
2363,,,,,5060820.9,5060820.9,,,2026-02-06,,2363,0.0,0.0,0.0,0.0,5060820.9,5060820.9,0.0,0.0
2115,,,,,6199578.0,6199578.0,,,2026-02-06,,2115,0.0,0.0,0.0,0.0,6199578.0,6199578.0,0.0,0.0
1290,,,,,,,,200782.0,,,1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200782.0
3626,,,,,,,,,,,3626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4551,,,,,8718623.77,5955240.23,2238316.72,717345.1,2026-02-06,,4551,0.0,0.0,0.0,0.0,8718623.77,5955240.23,2238316.72,717345.1
3646,,,,,,,,,,,3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5633,,,,,,,,0.0,,,5633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,,,,,,,,381636.0,,,1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381636.0
5395,,,,,,,,3086697.91,,,5395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086697.91
1945,,,,,2138551.99,65844.71,2064752.98,14946.0,2026-02-06,,1945,0.0,0.0,0.0,0.0,2138551.99,65844.71,2064752.98,14946.0
5470,,,,,,,,0.0,,,5470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4274,,,,,4693118.02,304934.78,4213341.88,680649.32,2026-02-06,,4274,0.0,0.0,0.0,0.0,4693118.02,304934.78,4213341.88,680649.32
1986,,,,,5934923.13,94913.51,5815317.82,487940.0,2026-02-06,,1986,0.0,0.0,0.0,0.0,5934923.13,94913.51,5815317.82,487940.0
1743,,,,,2629570.0,1000841.59,1526800.41,339127.0,2026-02-06,,1743,0.0,0.0,0.0,0.0,2629570.0,1000841.59,1526800.41,339127.0
1298,,,,,,,,195648.0,,,1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195648.0
2951,,,,,419338.96,44966.47,,0.0,2026-02-06,,2951,0.0,0.0,0.0,0.0,419338.96,44966.47,0.0,0.0
4156,,,,,2670513.58,913403.65,1721740.89,370314.0,2026-02-06,,4156,0.0,0.0,0.0,0.0,2670513.58,913403.65,1721740.89,370314.0
2673,,,,,440667.37,7838.48,,0.0,2026-02-06,,2673,0.0,0.0,0.0,0.0,440667.37,7838.48,0.0,0.0
4067,,,,,4046793.01,4024549.15,,475368.08,2026-02-06,,4067,0.0,0.0,0.0,0.0,4046793.01,4024549.15,0.0,475368.08
1304,,,,,,,,10446.0,,,1304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10446.0
2681,,,,,1153198.47,79387.8,,0.0,2026-02-06,,2681,0.0,0.0,0.0,0.0,1153198.47,79387.8,0.0,0.0
2162,,,,,19501.3,19501.3,,,2026-02-06,,2162,0.0,0.0,0.0,0.0,19501.3,19501.3,0.0,0.0
3249,,,,,1236260.12,1150726.56,,,2026-02-06,,3249,0.0,0.0,0.0,0.0,1236260.12,1150726.56,0.0,0.0
2484,,,,,428141.66,73282.51,,0.0,2026-02-06,,2484,0.0,0.0,0.0,0.0,428141.66,73282.51,0.0,0.0
5460,,,,,208241.86,28863.34,,0.0,2026-02-06,,5460,0.0,0.0,0.0,0.0,208241.86,28863.34,0.0,0.0
2425,,,,,697351.18,44959.17,,,2026-02-06,,2425,0.0,0.0,0.0,0.0,697351.18,44959.17,0.0,0.0
5246,,,,,16270482.58,34072.55,,0.0,2026-02-06,,5246,0.0,0.0,0.0,0.0,16270482.58,34072.55,0.0,0.0
2979,,,,,3726826.58,87491.44,,0.0,2026-02-06,,2979,0.0,0.0,0.0,0.0,3726826.58,87491.44,0.0,0.0
5249,,,,,2349031.77,11751.88,,0.0,2026-02-06,,5249,0.0,0.0,0.0,0.0,2349031.77,11751.88,0.0,0.0
4437,,,,,971158.24,17520.99,873961.52,139036.79,2026-02-06,,4437,0.0,0.0,0.0,0.0,971158.24,17520.99,873961.52,139036.79
5335,,,,,1240045.95,,,0.0,2026-02-06,,5335,0.0,0.0,0.0,0.0,1240045.95,0.0,0.0,0.0
2305,,,,,374315.41,374315.41,,,2026-02-06,,2305,0.0,0.0,0.0,0.0,374315.41,374315.41,0.0,0.0
1321,,,,,,,,316618.0,,,1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316618.0
1322,,,,,,,,305250.0,,,1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305250.0
2716,,,,,387966.83,,,0.0,2026-02-06,,2716,0.0,0.0,0.0,0.0,387966.83,0.0,0.0,0.0
2255,,,,,193692.1,193692.1,,,2026-02-06,,2255,0.0,0.0,0.0,0.0,193692.1,193692.1,0.0,0.0
4316,,,,,1676798.53,386527.2,1287325.25,176414.25,2026-02-06,,4316,0.0,0.0,0.0,0.0,1676798.53,386527.2,1287325.25,176414.25
5314,,,,,460929.86,,,0.0,2026-02-06,,5314,0.0,0.0,0.0,0.0,460929.86,0.0,0.0,0.0
2997,,,,,51448.94,4344.83,,0.0,2026-02-06,,2997,0.0,0.0,0.0,0.0,51448.94,4344.83,0.0,0.0
5198,,,,,7541832.83,3250.64,,0.0,2026-02-06,,5198,0.0,0.0,0.0,0.0,7541832.83,3250.64,0.0,0.0
5017,,,,,684418.07,13849.74,,0.0,2026-02-06,,5017,0.0,0.0,0.0,0.0,684418.07,13849.74,0.0,0.0
4369,,,,,3908163.56,10548.34,3797955.83,12202.57,2026-02-06,,4369,0.0,0.0,0.0,0.0,3908163.56,10548.34,3797955.83,12202.57
2657,,,,,988301.75,25690.98,,0.0,2026-02-06,,2657,0.0,0.0,0.0,0.0,988301.75,25690.98,0.0,0.0
2299,,,,,4262388.45,4262388.45,,,2026-02-06,,2299,0.0,0.0,0.0,0.0,4262388.45,4262388.45,0.0,0.0
2541,,,,,2602493.7,5248.58,,0.0,2026-02-06,,2541,0.0,0.0,0.0,0.0,2602493.7,5248.58,0.0,0.0
5421,,,,,195815.29,12002.85,,777501.0,2026-02-06,,5421,0.0,0.0,0.0,0.0,195815.29,12002.85,0.0,777501.0
2880,,,,,124694.11,,,0.0,2026-02-06,,2880,0.0,0.0,0.0,0.0,124694.11,0.0,0.0,0.0
2573,,,,,187071.69,5242.89,,0.0,2026-02-06,,2573,0.0,0.0,0.0,0.0,187071.69,5242.89,0.0,0.0
5391,,,,,6902643.83,,,0.0,2026-02-06,,5391,0.0,0.0,0.0,0.0,6902643.83,0.0,0.0,0.0
2973,,,,,785047.27,162385.01,,0.0,2026-02-06,,2973,0.0,0.0,0.0,0.0,785047.27,162385.01,0.0,0.0
1339,,,,,,,,896815.0,,,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896815.0
1340,,,,,,,,311009.0,,,1340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311009.0
1341,,,,,,,,13056.0,,,1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13056.0
1342,,,,,,,,1000930.0,,,1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000930.0
1483,,,,,868596.02,,886885.52,78581.0,2026-02-06,,1483,0.0,0.0,0.0,0.0,868596.02,0.0,886885.52,78581.0
3518,,,,,39353.18,39353.18,,,2026-02-06,,3518,0.0,0.0,0.0,0.0,39353.18,39353.18,0.0,0.0
5190,,,,,76945.83,,,0.0,2026-02-06,,5190,0.0,0.0,0.0,0.0,76945.83,0.0,0.0,0.0
5230,,,,,3811.3,466.16,,0.0,2026-02-06,,5230,0.0,0.0,0.0,0.0,3811.3,466.16,0.0,0.0
2272,,,,,56133.0,56133.0,,,2026-02-06,,2272,0.0,0.0,0.0,0.0,56133.0,56133.0,0.0,0.0
2221,,,,,14446.0,14092.0,354.0,,2026-02-06,,2221,0.0,0.0,0.0,0.0,14446.0,14092.0,354.0,0.0
5327,,,,,3896583.31,38683.14,,7721570.92,2026-02-06,,5327,0.0,0.0,0.0,0.0,3896583.31,38683.14,0.0,7721570.92
5195,,,,,580773.51,,,3230511.22,2026-02-06,,5195,0.0,0.0,0.0,0.0,580773.51,0.0,0.0,3230511.22
5467,,,,,,,,0.0,,,5467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,,,,,,,,25581719.0,,,1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25581719.0
5468,,,,,,,,0.0,,,5468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,,,,,18209539.53,9579191.49,8903962.17,2730274.0,2026-02-06,,1360,0.0,0.0,0.0,0.0,18209539.53,9579191.49,8903962.17,2730274.0
1509,,,,,16188809.94,9068111.07,6869111.28,980174.0,2026-02-06,,1509,0.0,0.0,0.0,0.0,16188809.94,9068111.07,6869111.28,980174.0
1297,,,,,3374929.57,413506.66,2970485.64,831368.0,2026-02-06,,1297,0.0,0.0,0.0,0.0,3374929.57,413506.66,2970485.64,831368.0
1682,,,,,30374675.17,8487345.37,21269934.67,4507985.0,2026-02-06,,1682,0.0,0.0,0.0,0.0,30374675.17,8487345.37,21269934.67,4507985.0
5499,,,,,,,,3123709.34,,,5499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3123709.34
1381,,,,,14683135.02,2171960.59,11970103.49,4038077.0,2026-02-06,,1381,0.0,0.0,0.0,0.0,14683135.02,2171960.59,11970103.49,4038077.0
1391,,,,,4732560097.4,2090168740.98,240887893.45,264635280.0,2026-02-06,,1391,0.0,0.0,0.0,0.0,4732560097.4,2090168740.98,240887893.45,264635280.0
5382,,,,,,,,2067208.75,,,5382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067208.75
2686,,,,,1333559.35,165469.13,,0.0,2026-02-06,,2686,0.0,0.0,0.0,0.0,1333559.35,165469.13,0.0,0.0
1359,,,,,,,,273677.0,,,1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273677.0
1875,,,,,24581512.14,24433079.68,,3397069.0,2026-02-06,,1875,0.0,0.0,0.0,0.0,24581512.14,24433079.68,0.0,3397069.0
1919,,,,,4712458.08,198341.92,4360395.62,434136.0,2026-02-06,,1919,0.0,0.0,0.0,0.0,4712458.08,198341.92,4360395.62,434136.0
4130,,,,,9033804.83,5039801.36,3691879.47,1827581.0,2026-02-06,,4130,0.0,0.0,0.0,0.0,9033804.83,5039801.36,3691879.47,1827581.0
1364,,,,,,,,1615134.0,,,1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615134.0
1922,,,,,12373472.43,3014643.17,9358799.27,3963820.89,2026-02-06,,1922,0.0,0.0,0.0,0.0,12373472.43,3014643.17,9358799.27,3963820.89
2181,,,,,738080.77,738080.77,,,2026-02-06,,2181,0.0,0.0,0.0,0.0,738080.77,738080.77,0.0,0.0
2247,,,,,4595.5,4595.5,,,2026-02-06,,2247,0.0,0.0,0.0,0.0,4595.5,4595.5,0.0,0.0
4236,,,,,7743787.17,469694.75,7261277.06,723711.22,2026-02-06,,4236,0.0,0.0,0.0,0.0,7743787.17,469694.75,7261277.06,723711.22
4138,,,,,40512583.94,687197.24,38348180.0,7536022.06,2026-02-06,,4138,0.0,0.0,0.0,0.0,40512583.94,687197.24,38348180.0,7536022.06
4387,,,,,2577582.63,183982.03,2319673.96,36485.29,2026-02-06,,4387,0.0,0.0,0.0,0.0,2577582.63,183982.03,2319673.96,36485.29
4140,,,,,6182973.09,141750.15,5917137.6,54218.73,2026-02-06,,4140,0.0,0.0,0.0,0.0,6182973.09,141750.15,5917137.6,54218.73
1822,,,,,135879596.08,25984585.11,109071876.09,27004063.0,2026-02-06,,1822,0.0,0.0,0.0,0.0,135879596.08,25984585.11,109071876.09,27004063.0
4275,,,,,3045115.45,45898.98,2991554.51,71192.17,2026-02-06,,4275,0.0,0.0,0.0,0.0,3045115.45,45898.98,2991554.51,71192.17
4252,,,,,18305095.51,172539.64,18113814.3,1707464.47,2026-02-06,,4252,0.0,0.0,0.0,0.0,18305095.51,172539.64,18113814.3,1707464.47
3269,,,,,6247181.91,6274637.67,,,2026-02-06,,3269,0.0,0.0,0.0,0.0,6247181.91,6274637.67,0.0,0.0
1629,,,,,7817752.5,2747131.51,5063363.18,640210.0,2026-02-06,,1629,0.0,0.0,0.0,0.0,7817752.5,2747131.51,5063363.18,640210.0
1958,,,,,13744126.49,13511916.01,132523.84,2168421.0,2026-02-06,,1958,0.0,0.0,0.0,0.0,13744126.49,13511916.01,132523.84,2168421.0
5610,,,,,,,,0.0,,,5610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,,,,,10342.5,10342.5,,,2026-02-06,,2140,0.0,0.0,0.0,0.0,10342.5,10342.5,0.0,0.0
2130,,,,,154.0,154.0,,,2026-02-06,,2130,0.0,0.0,0.0,0.0,154.0,154.0,0.0,0.0
3133,,,,,1991289.57,1991289.57,0.0,,2026-02-06,,3133,0.0,0.0,0.0,0.0,1991289.57,1991289.57,0.0,0.0
2157,,,,,58709.0,58709.0,,,2026-02-06,,2157,0.0,0.0,0.0,0.0,58709.0,58709.0,0.0,0.0
2232,,,,,13292.0,12731.0,561.0,,2026-02-06,,2232,0.0,0.0,0.0,0.0,13292.0,12731.0,561.0,0.0
3132,,,,,5429040.87,5408040.41,21000.46,,2026-02-06,,3132,0.0,0.0,0.0,0.0,5429040.87,5408040.41,21000.46,0.0
2114,,,,,1332890.0,1332890.0,,,2026-02-06,,2114,0.0,0.0,0.0,0.0,1332890.0,1332890.0,0.0,0.0
2179,,,,,46133.5,46133.5,,,2026-02-06,,2179,0.0,0.0,0.0,0.0,46133.5,46133.5,0.0,0.0
1788,,,,,2660766.77,115109.71,2544618.23,0.0,2026-02-06,,1788,0.0,0.0,0.0,0.0,2660766.77,115109.71,2544618.23,0.0
3292,,,,,611711.02,589645.02,,,2026-02-06,,3292,0.0,0.0,0.0,0.0,611711.02,589645.02,0.0,0.0
1351,,,,,682634.87,4604.47,686029.24,98588.0,2026-02-06,,1351,0.0,0.0,0.0,0.0,682634.87,4604.47,686029.24,98588.0
1848,,,,,12436207.3,1616896.05,10567032.73,2065029.0,2026-02-06,,1848,0.0,0.0,0.0,0.0,12436207.3,1616896.05,10567032.73,2065029.0
1638,,,,,4911052.76,390469.01,4427814.47,238076.0,2026-02-06,,1638,0.0,0.0,0.0,0.0,4911052.76,390469.01,4427814.47,238076.0
1263,,,,,1579219.78,113278.63,1465941.15,235411.0,2026-02-06,,1263,0.0,0.0,0.0,0.0,1579219.78,113278.63,1465941.15,235411.0
1245,,,,,9108430.34,1752274.45,7356155.89,2204299.0,2026-02-06,,1245,0.0,0.0,0.0,0.0,9108430.34,1752274.45,7356155.89,2204299.0
1251,,,,,25167912.31,12366565.42,12801346.89,13298291.0,2026-02-06,,1251,0.0,0.0,0.0,0.0,25167912.31,12366565.42,12801346.89,13298291.0
1250,,,,,32353288.21,6249908.14,26103380.07,6689836.0,2026-02-06,,1250,0.0,0.0,0.0,0.0,32353288.21,6249908.14,26103380.07,6689836.0
5451,,,,,23815278.46,3216272.49,,0.0,2026-02-06,,5451,0.0,0.0,0.0,0.0,23815278.46,3216272.49,0.0,0.0
4115,,,,,8231034.73,6376285.84,1795795.73,1175629.0,2026-02-06,,4115,0.0,0.0,0.0,0.0,8231034.73,6376285.84,1795795.73,1175629.0
1856,,,,,2203358.38,383569.5,1776744.36,185505.0,2026-02-06,,1856,0.0,0.0,0.0,0.0,2203358.38,383569.5,1776744.36,185505.0
2240,,,,,10223.0,9959.0,264.0,,2026-02-06,,2240,0.0,0.0,0.0,0.0,10223.0,9959.0,264.0,0.0
2124,,,,,254.1,254.1,,,2026-02-06,,2124,0.0,0.0,0.0,0.0,254.1,254.1,0.0,0.0
1249,,,,,109791243.08,43903595.67,65887647.41,15005046.0,2026-02-06,,1249,0.0,0.0,0.0,0.0,109791243.08,43903595.67,65887647.41,15005046.0
5286,,,,,4320193.28,30622.01,,180208.1,2026-02-06,,5286,0.0,0.0,0.0,0.0,4320193.28,30622.01,0.0,180208.1
1255,,,,,4507774.54,1401615.75,3106158.79,844215.0,2026-02-06,,1255,0.0,0.0,0.0,0.0,4507774.54,1401615.75,3106158.79,844215.0
2242,,,,,361.0,361.0,,,2026-02-06,,2242,0.0,0.0,0.0,0.0,361.0,361.0,0.0,0.0
5283,,,,,186238.57,,,1868044.54,2026-02-06,,5283,0.0,0.0,0.0,0.0,186238.57,0.0,0.0,1868044.54
5266,,,,,36010.87,13317.1,,0.0,2026-02-06,,5266,0.0,0.0,0.0,0.0,36010.87,13317.1,0.0,0.0
2676,,,,,236644.0,2875.55,,0.0,2026-02-06,,2676,0.0,0.0,0.0,0.0,236644.0,2875.55,0.0,0.0
1415,,,,,,,,573827.0,,,1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573827.0
5038,,,,,6824731.93,53280.54,,0.0,2026-02-06,,5038,0.0,0.0,0.0,0.0,6824731.93,53280.54,0.0,0.0
2848,,,,,675577.69,4720.42,,0.0,2026-02-06,,2848,0.0,0.0,0.0,0.0,675577.69,4720.42,0.0,0.0
5578,,,,,,,,0.0,,,5578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4172,,,,,1925935.2,152336.86,1761500.51,192278.26,2026-02-06,,4172,0.0,0.0,0.0,0.0,1925935.2,152336.86,1761500.51,192278.26
1721,,,,,1315541.44,47053.28,1265438.28,0.0,2026-02-06,,1721,0.0,0.0,0.0,0.0,1315541.44,47053.28,1265438.28,0.0
1421,,,,,,,,55096.0,,,1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55096.0
4446,,,,,1088251.32,110329.54,977921.78,0.0,2026-02-06,,4446,0.0,0.0,0.0,0.0,1088251.32,110329.54,977921.78,0.0
5541,,,,,,,,0.0,,,5541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,,,,,55983.46,,,0.0,2026-02-06,,2843,0.0,0.0,0.0,0.0,55983.46,0.0,0.0,0.0
2867,,,,,703954.92,3835.42,,0.0,2026-02-06,,2867,0.0,0.0,0.0,0.0,703954.92,3835.42,0.0,0.0
3616,,,,,,,,,,,3616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3617,,,,,,,,,,,3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,,,,,666648.61,50947.14,609797.68,112780.0,2026-02-06,,1929,0.0,0.0,0.0,0.0,666648.61,50947.14,609797.68,112780.0
5408,,,,,2259027.05,,,0.0,2026-02-06,,5408,0.0,0.0,0.0,0.0,2259027.05,0.0,0.0,0.0
2929,,,,,431159.39,36863.35,,0.0,2026-02-06,,2929,0.0,0.0,0.0,0.0,431159.39,36863.35,0.0,0.0
3131,,,,,36153124.08,35640986.14,512137.94,,2026-02-06,,3131,0.0,0.0,0.0,0.0,36153124.08,35640986.14,512137.94,0.0
2905,,,,,5806.02,862.0,,0.0,2026-02-06,,2905,0.0,0.0,0.0,0.0,5806.02,862.0,0.0,0.0
2715,,,,,1374650.98,,,0.0,2026-02-06,,2715,0.0,0.0,0.0,0.0,1374650.98,0.0,0.0,0.0
1434,,,,,,,,1396381.0,,,1434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396381.0
1248,,,,,5270912.91,1897231.26,3373681.65,996958.0,2026-02-06,,1248,0.0,0.0,0.0,0.0,5270912.91,1897231.26,3373681.65,996958.0
2724,,,,,1978366.88,194950.43,,0.0,2026-02-06,,2724,0.0,0.0,0.0,0.0,1978366.88,194950.43,0.0,0.0
2812,,,,,213487.93,203739.39,,0.0,2026-02-06,,2812,0.0,0.0,0.0,0.0,213487.93,203739.39,0.0,0.0
2379,,,,,1008947.13,1008947.13,,,2026-02-06,,2379,0.0,0.0,0.0,0.0,1008947.13,1008947.13,0.0,0.0
2852,,,,,1238001.83,24038.82,,0.0,2026-02-06,,2852,0.0,0.0,0.0,0.0,1238001.83,24038.82,0.0,0.0
2161,,,,,1610.0,1610.0,,,2026-02-06,,2161,0.0,0.0,0.0,0.0,1610.0,1610.0,0.0,0.0
2075,,,,,917118.14,1140896.94,-223778.8,,2026-02-06,,2075,0.0,0.0,0.0,0.0,917118.14,1140896.94,-223778.8,0.0
1246,,,,,25674004.53,14600100.8,11073903.73,7197142.0,2026-02-06,,1246,0.0,0.0,0.0,0.0,25674004.53,14600100.8,11073903.73,7197142.0
5490,,,,,,,,35851.87,,,5490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35851.87
3622,,,,,,,,,,,3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5545,,,,,,,,0.0,,,5545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,,,,,770661.56,,,0.0,2026-02-06,,2524,0.0,0.0,0.0,0.0,770661.56,0.0,0.0,0.0
2480,,,,,151657.52,,,0.0,2026-02-06,,2480,0.0,0.0,0.0,0.0,151657.52,0.0,0.0,0.0
5574,,,,,,,,0.0,,,5574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,,,,,13535.0,13203.0,332.0,,2026-02-06,,2223,0.0,0.0,0.0,0.0,13535.0,13203.0,332.0,0.0
1247,,,,,496217930.75,178784755.92,317433174.83,220712228.0,2026-02-06,,1247,0.0,0.0,0.0,0.0,496217930.75,178784755.92,317433174.83,220712228.0
5418,,,,,,,,1024091.26,,,5418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024091.26
3611,,,,,,,,,,,3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3613,,,,,,,,,,,3613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5546,,,,,,,,0.0,,,5546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,,,,,232624.73,,,0.0,2026-02-06,,2536,0.0,0.0,0.0,0.0,232624.73,0.0,0.0,0.0
2982,,,,,24924.14,,,0.0,2026-02-06,,2982,0.0,0.0,0.0,0.0,24924.14,0.0,0.0,0.0
5236,,,,,2133667.29,71167.29,,0.0,2026-02-06,,5236,0.0,0.0,0.0,0.0,2133667.29,71167.29,0.0,0.0
